Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat,Venue,Date,Results Score,discipline,year,ProfileURL,source
84,27:48.42,,Yusuke TAMURA,23 DEC 1998,JPN,16f6,,"Kamiyugi Park Athletic Stadium, Hachioji (JPN)",27 NOV 2021,1150,men_10000m,2021,https://worldathletics.org/athletes/athlete=14839497,toplist
85,27:48.77,,Mogeni Benuel MAGOMA,11 MAR 2001,KEN,17f6,,"Kamiyugi Park Athletic Stadium, Hachioji (JPN)",27 NOV 2021,1149,men_10000m,2021,https://worldathletics.org/athletes/athlete=14795184,toplist
86,27:48.89,,Adriaan WILDSCHUTT,03 MAY 1998,RSA,8,,"Hayward Field, Eugene, OR (USA)",09 JUN 2021,1149,men_10000m,2021,https://worldathletics.org/athletes/athlete=14741268,toplist
87,27:49.04,,Nils VOIGT,02 MAY 1997,GER,4f1,,"Birmingham University Athletics Track, Birmingham (GBR)",05 JUN 2021,1149,men_10000m,2021,https://worldathletics.org/athletes/athlete=14598243,toplist
88,27:49.09,,Benjamin FLANAGAN,11 JAN 1995,CAN,7f1,,"Irvine, CA (USA)",14 MAY 2021,1149,men_10000m,2021,https://worldathletics.org/athletes/athlete=14479051,toplist
89,27:49.24,,Evans YEGO,05 SEP 1995,KEN,7f8,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",13 NOV 2021,1148,men_10000m,2021,https://worldathletics.org/athletes/athlete=14792334,toplist
90,27:49.41,,Antenayeh DAGNACHEW,29 SEP 1998,ETH,11,,"FBK Stadium, Hengelo (NED)",08 JUN 2021,1148,men_10000m,2021,https://worldathletics.org/athletes/athlete=14863338,toplist
91,27:49.64,,Yann SCHRUB,20 MAR 1996,FRA,5f1,,"Birmingham University Athletics Track, Birmingham (GBR)",05 JUN 2021,1148,men_10000m,2021,https://worldathletics.org/athletes/athlete=14528844,toplist
92,27:49.73,,Jesús RAMOS,29 APR 1996,ESP,6f1,,"Birmingham University Athletics Track, Birmingham (GBR)",05 JUN 2021,1148,men_10000m,2021,https://worldathletics.org/athletes/athlete=14516175,toplist
93,27:49.80,,Hironori TSUETAKI,08 MAY 1993,JPN,8f7,,"Kamiyugi Park Athletic Stadium, Hachioji (JPN)",27 NOV 2021,1148,men_10000m,2021,https://worldathletics.org/athletes/athlete=14528840,toplist
94,27:49.94,,Patrick MATHENGE,02 NOV 1997,KEN,3f1,,"Athletics Stadium, Fukagawa (JPN)",07 JUL 2021,1147,men_10000m,2021,https://worldathletics.org/athletes/athlete=14696591,toplist
95,27:49.95,,John MURITU,30 JUN 1996,KEN,8f8,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",13 NOV 2021,1147,men_10000m,2021,https://worldathletics.org/athletes/athlete=14694022,toplist
96,27:50.44,,James MWAURA,,USA,9,,"Hayward Field, Eugene, OR (USA)",09 JUN 2021,1147,men_10000m,2021,https://worldathletics.org/athletes/athlete=14756258,toplist
97,27:50.57,,Hiroto FUJIMAGARI,26 MAY 1997,JPN,9f8,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",13 NOV 2021,1146,men_10000m,2021,https://worldathletics.org/athletes/athlete=14814034,toplist
98,27:51.22,,Felix BOUR,25 MAR 1994,FRA,,,"Sportcomplex De Leidse Hout, Leiden (NED)",12 JUN 2021,1145,men_10000m,2021,https://worldathletics.org/athletes/athlete=14467653,toplist
99,27:51.43,,Muthoni MUIRU,27 MAR 1998,KEN,18f6,,"Kamiyugi Park Athletic Stadium, Hachioji (JPN)",27 NOV 2021,1145,men_10000m,2021,https://worldathletics.org/athletes/athlete=14754374,toplist
100,27:51.59,,Andrew LOROT,02 DEC 1997,KEN,2,,"Municipal Stadium, Kitami (JPN)",14 JUL 2021,1145,men_10000m,2021,https://worldathletics.org/athletes/athlete=14689595,toplist
1,26:33.84,,Grant FISHER,22 APR 1997,USA,1,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022,1268,men_10000m,2022,https://worldathletics.org/athletes/athlete=14591210,toplist
2,26:34.14,,Mohammed AHMED,05 JAN 1991,CAN,2,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022,1268,men_10000m,2022,https://worldathletics.org/athletes/athlete=14330105,toplist
3,26:44.73,,Selemon BAREGA,20 JAN 2000,ETH,1,,"FBK Stadium, Hengelo (NED)",05 JUN 2022,1251,men_10000m,2022,https://worldathletics.org/athletes/athlete=14751317,toplist
4,26:45.91,,Tadese WORKU,20 JAN 2002,ETH,2,,"FBK Stadium, Hengelo (NED)",05 JUN 2022,1249,men_10000m,2022,https://worldathletics.org/athletes/athlete=14566477,toplist
5,26:46.13,,Berihu AREGAWI,28 FEB 2001,ETH,3,,"FBK Stadium, Hengelo (NED)",05 JUN 2022,1248,men_10000m,2022,https://worldathletics.org/athletes/athlete=14848753,toplist
6,26:49.39,,Yomif KEJELCHA,01 AUG 1997,ETH,4,,"FBK Stadium, Hengelo (NED)",05 JUN 2022,1243,men_10000m,2022,https://worldathletics.org/athletes/athlete=14594967,toplist
7,26:54.76,,Richard YATOR,04 JUN 1998,KEN,1f7,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 OCT 2022,1235,men_10000m,2022,https://worldathletics.org/athletes/athlete=14708970,toplist
8,26:55.04,,Benard Kibet KOECH,25 NOV 1999,KEN,2f7,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 OCT 2022,1234,men_10000m,2022,https://worldathletics.org/athletes/athlete=14748373,toplist
9,27:00.24,,Milkesa MENGESHA,16 APR 2000,ETH,5,,"FBK Stadium, Hengelo (NED)",05 JUN 2022,1226,men_10000m,2022,https://worldathletics.org/athletes/athlete=14805798,toplist
10,27:07.59,,Emmanuel Korir KIPLAGAT,05 MAY 2002,KEN,1f7,,"Gion Stadium, Machida (JPN)",26 NOV 2022,1214,men_10000m,2022,https://worldathletics.org/athletes/athlete=14892214,toplist
11,27:09.19,,Jacob KIPLIMO,14 NOV 2000,UGA,1,,"Alexander Stadium, Birmingham (GBR)",02 AUG 2022,1211,men_10000m,2022,https://worldathletics.org/athletes/athlete=14735365,toplist
12,27:09.46,,Sabastian Kimaru SAWE,16 MAR 1995,KEN,1,,"Estádio José Vieira de Carvalho, Maia (POR)",04 JUN 2022,1211,men_10000m,2022,https://worldathletics.org/athletes/athlete=14833335,toplist
13,27:09.83,,Benson KIPLANGAT,17 JUN 2003,KEN,2f7,,"Gion Stadium, Machida (JPN)",26 NOV 2022,1210,men_10000m,2022,https://worldathletics.org/athletes/athlete=14989931,toplist
14,27:10.06,,Samwel Chebolei MASAI,20 MAR 2001,KEN,3f7,,"Gion Stadium, Machida (JPN)",26 NOV 2022,1210,men_10000m,2022,https://worldathletics.org/athletes/athlete=14798170,toplist
15,27:11.03,,Gideon Kipkertich RONO,22 FEB 2003,KEN,1f1,,"Athletic Track, Abashiri (JPN)",13 JUL 2022,1209,men_10000m,2022,https://worldathletics.org/athletes/athlete=14858600,toplist
16,27:11.26,,Daniel Simiu EBENYO,18 SEP 1995,KEN,2,,"Alexander Stadium, Birmingham (GBR)",02 AUG 2022,1208,men_10000m,2022,https://worldathletics.org/athletes/athlete=14916366,toplist
17,27:11.52,,Philemon Kiplagat RUTO,20 SEP 2001,KEN,4f7,,"Gion Stadium, Machida (JPN)",26 NOV 2022,1208,men_10000m,2022,https://worldathletics.org/athletes/athlete=14758181,toplist
18,27:11.88,,Evans Keitany KIPTUM,27 NOV 1999,KEN,5f7,,"Gion Stadium, Machida (JPN)",26 NOV 2022,1207,men_10000m,2022,https://worldathletics.org/athletes/athlete=14477630,toplist
19,27:12.84,,Jonathan Muia NDIKU,18 SEP 1991,KEN,3f7,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 OCT 2022,1206,men_10000m,2022,https://worldathletics.org/athletes/athlete=14209367,toplist
20,27:14.76,,Kiprono SITONIK,10 NOV 2001,KEN,6f7,,"Gion Stadium, Machida (JPN)",26 NOV 2022,1203,men_10000m,2022,https://worldathletics.org/athletes/athlete=14798187,toplist
21,27:15.35,,Jack RAYNER,19 DEC 1995,AUS,3,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022,1202,men_10000m,2022,https://worldathletics.org/athletes/athlete=14517160,toplist
22,27:15.58,,Cosmas Mwangi BOI,12 MAR 2003,KEN,7f7,,"Gion Stadium, Machida (JPN)",26 NOV 2022,1201,men_10000m,2022,https://worldathletics.org/athletes/kenya/cosmas-mwangi-boi-14983165,toplist
23,27:15.83,,Nicholas Mboroto KOSIMBEI,01 OCT 1996,KEN,4f7,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 OCT 2022,1201,men_10000m,2022,https://worldathletics.org/athletes/athlete=14643475,toplist
24,27:16.18,,Yemaneberhan CRIPPA,15 OCT 1996,ITA,,,"Parliament Hill Fields Athletics Track, London (GBR)",14 MAY 2022,1200,men_10000m,2022,https://worldathletics.org/athletes/athlete=14513998,toplist
25,27:16.76,,Tsegay KIDANU,28 DEC 2001,ETH,6,,"FBK Stadium, Hengelo (NED)",05 JUN 2022,1199,men_10000m,2022,https://worldathletics.org/athletes/athlete=14848755,toplist
26,27:18.15,,Sean MCGORTY,08 MAR 1995,USA,4,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022,1197,men_10000m,2022,https://worldathletics.org/athletes/athlete=14463588,toplist
27,27:19.86,,Stanley Waithaka MBURU,09 APR 2000,KEN,1f3,,"Nagaragawa Stadium, Gifu (JPN)",24 SEP 2022,1194,men_10000m,2022,https://worldathletics.org/athletes/athlete=14802641,toplist
28,27:20.08,,Habtom SAMUEL,30 NOV 2003,ERI,7,,"FBK Stadium, Hengelo (NED)",05 JUN 2022,1194,men_10000m,2022,https://worldathletics.org/athletes/athlete=14919315,toplist
29,27:20.34,,Kibiwott KANDIE,20 JUN 1996,KEN,3,,"Alexander Stadium, Birmingham (GBR)",02 AUG 2022,1194,men_10000m,2022,https://worldathletics.org/athletes/athlete=14780952,toplist
30,27:20.84,,Benard KIMELI,10 SEP 1995,KEN,5f7,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 OCT 2022,1193,men_10000m,2022,https://worldathletics.org/athletes/athlete=14790672,toplist
31,27:21.13,,James KIMEU,14 DEC 2000,KEN,8f7,,"Gion Stadium, Machida (JPN)",26 NOV 2022,1192,men_10000m,2022,https://worldathletics.org/athletes/athlete=14747103,toplist
32,27:23.64,,Kieran TUNTIVATE,16 FEB 1997,THA,5,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022,1189,men_10000m,2022,https://worldathletics.org/athletes/athlete=14647807,toplist
33,27:23.88,,Patrick DEVER,05 SEP 1996,GBR,6,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022,1188,men_10000m,2022,https://worldathletics.org/athletes/athlete=14523465,toplist
34,27:24.36,,Joseph Mana NDIRANGU,09 SEP 1994,KEN,9f7,,"Gion Stadium, Machida (JPN)",26 NOV 2022,1187,men_10000m,2022,https://worldathletics.org/athletes/athlete=14209370,toplist
35,27:24.51,,Jimmy GRESSIER,04 MAY 1997,FRA,1f1,,"Stade Complexe Sportif Jean-Paul Chasseboeuf, Pacé (FRA)",28 MAY 2022,1187,men_10000m,2022,https://worldathletics.org/athletes/athlete=14694062,toplist
36,27:24.59,,Egide NTAKARUTIMANA,21 OCT 1997,BDI,8,,"FBK Stadium, Hengelo (NED)",05 JUN 2022,1187,men_10000m,2022,https://worldathletics.org/athletes/athlete=14987250,toplist
37,27:24.93,,Shadrack KIPCHIRCHIR,22 FEB 1989,USA,7,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022,1186,men_10000m,2022,https://worldathletics.org/athletes/athlete=14459308,toplist
38,27:25.23,,Conner MANTZ,08 DEC 1996,USA,8,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022,1186,men_10000m,2022,https://worldathletics.org/athletes/athlete=14628442,toplist
39,27:25.47,,Rodrigue KWIZERA,10 OCT 1999,BDI,2,,"Estádio José Vieira de Carvalho, Maia (POR)",04 JUN 2022,1186,men_10000m,2022,https://worldathletics.org/athletes/athlete=14786905,toplist
40,27:25.70,,Titus WANBUA,14 AUG 1997,KEN,10f7,,"Gion Stadium, Machida (JPN)",26 NOV 2022,1185,men_10000m,2022,https://worldathletics.org/athletes/athlete=14764469,toplist
41,27:27.33,,Evans Kipkemei KURUI,04 JAN 1997,KEN,11f7,,"Gion Stadium, Machida (JPN)",26 NOV 2022,1183,men_10000m,2022,https://worldathletics.org/athletes/athlete=14939783,toplist
42,27:27.43,,Joshua CHEPTEGEI,12 SEP 1996,UGA,1,,"Hayward Field, Eugene, OR (USA)",17 JUL 2022,1183,men_10000m,2022,https://worldathletics.org/athletes/athlete=14645612,toplist
43,27:27.49,,Takuya HANYU,08 NOV 1997,JPN,12f7,,"Gion Stadium, Machida (JPN)",26 NOV 2022,1182,men_10000m,2022,https://worldathletics.org/athletes/athlete=14615160,toplist
44,27:27.51,,Richard LODUNG,12 DEC 2003,KEN,1f5,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",12 NOV 2022,1182,men_10000m,2022,https://worldathletics.org/athletes/kenya/richard-lodung-15019944,toplist
45,27:29.85,,Alexander MUNYAO,10 SEP 1996,KEN,2,,"Athletics Stadium, Fukagawa (JPN)",22 JUN 2022,1179,men_10000m,2022,https://worldathletics.org/athletes/athlete=14590685,toplist
46,27:29.92,,Nelson MANDELA,30 DEC 2004,KEN,2f5,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",12 NOV 2022,1179,men_10000m,2022,https://worldathletics.org/athletes/athlete=14989929,toplist
47,27:30.31,,Justus SOGET,22 OCT 1999,KEN,1f7,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",04 JUN 2022,1178,men_10000m,2022,https://worldathletics.org/athletes/athlete=14798165,toplist
48,27:30.44,,Charles Karanja KAMAU,05 AUG 1997,KEN,3f1,,"Athletic Track, Abashiri (JPN)",13 JUL 2022,1178,men_10000m,2022,https://worldathletics.org/athletes/athlete=14837875,toplist
49,27:30.45,,Josphat Ledama KISAISA,25 JUN 1998,KEN,3f5,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",12 NOV 2022,1178,men_10000m,2022,https://worldathletics.org/athletes/athlete=14695603,toplist
50,27:31.08,,Rogers KIBET,26 MAR 2003,UGA,9,,"FBK Stadium, Hengelo (NED)",05 JUN 2022,1177,men_10000m,2022,https://worldathletics.org/athletes/athlete=14999531,toplist
51,27:31.27,,Kanta SHIMIZU,03 MAY 1996,JPN,9,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022,1177,men_10000m,2022,https://worldathletics.org/athletes/athlete=14768177,toplist
52,27:31.98,,Sam ATKIN,14 MAR 1993,GBR,1,,"Parliament Hill Fields Athletics Track, London (GBR)",14 MAY 2022,1175,men_10000m,2022,https://worldathletics.org/athletes/athlete=14422240,toplist
53,27:33.46,,Charles Kamau WANJIKU,16 MAY 2000,KEN,13f7,,"Gion Stadium, Machida (JPN)",26 NOV 2022,1173,men_10000m,2022,https://worldathletics.org/athletes/athlete=14892076,toplist
54,27:33.57,,Daniel MATEIKO,04 AUG 1998,KEN,8,,"Hayward Field, Eugene, OR (USA)",17 JUL 2022,1173,men_10000m,2022,https://worldathletics.org/athletes/athlete=14916367,toplist
55,27:33.67,,Emmanuel Moi MARU,04 JAN 2001,KEN,1f3,,"Hoshigadai Stadium, Tajimi (JPN)",08 OCT 2022,1173,men_10000m,2022,https://worldathletics.org/athletes/athlete=14974970,toplist
56,27:33.77,,Samuel CHELANGA,23 FEB 1985,USA,10,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022,1173,men_10000m,2022,https://worldathletics.org/athletes/athlete=14207499,toplist
57,27:34.08,,Emile CAIRESS,27 DEC 1997,GBR,2,,"Parliament Hill Fields Athletics Track, London (GBR)",14 MAY 2022,1172,men_10000m,2022,https://worldathletics.org/athletes/athlete=14644747,toplist
58,27:34.39,,Hillary MOSOP,16 DEC 1999,KEN,2f7,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",04 JUN 2022,1172,men_10000m,2022,https://worldathletics.org/athletes/athlete=14709050,toplist
59,27:35.07,,Edward Zakayo PINGUA,25 NOV 2001,KEN,4,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",25 JUN 2022,1171,men_10000m,2022,https://worldathletics.org/athletes/athlete=14798184,toplist
60,27:35.75,,Samson NDIRANGU,14 MAY 1994,KEN,4f7,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",04 JUN 2022,1169,men_10000m,2022,https://worldathletics.org/athletes/kenya/samson-ndirangu-14950199,toplist
61,27:36.77,,Andrew BUTCHART,14 OCT 1991,GBR,11,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022,1168,men_10000m,2022,https://worldathletics.org/athletes/athlete=14377202,toplist
62,27:37.26,,Dillon MAGGARD,16 OCT 1995,USA,1,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 APR 2022,1167,men_10000m,2022,https://worldathletics.org/athletes/athlete=14648289,toplist
63,27:37.36,,Musio SAIDAMU,12 OCT 2000,KEN,5f7,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",04 JUN 2022,1167,men_10000m,2022,https://worldathletics.org/athletes/athlete=14900278,toplist
64,27:38.50,,Jackson Kavesa MUEMA,03 SEP 2001,KEN,6f7,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",04 JUN 2022,1165,men_10000m,2022,https://worldathletics.org/athletes/athlete=14847917,toplist
65,27:38.54,,Adriaan WILDSCHUTT,03 MAY 1998,RSA,2,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 APR 2022,1165,men_10000m,2022,https://worldathletics.org/athletes/athlete=14741268,toplist
66,27:38.59,,Carlos MAYO,18 SEP 1995,ESP,1f1,,"Pista Municipal de Faro, Faro (POR)",09 APR 2022,1165,men_10000m,2022,https://worldathletics.org/athletes/athlete=14505828,toplist
67,27:38.73,,Joe KLECKER,16 NOV 1996,USA,9,,"Hayward Field, Eugene, OR (USA)",17 JUL 2022,1165,men_10000m,2022,https://worldathletics.org/athletes/athlete=14576389,toplist
68,27:39.96,,Lopez LOMONG,01 JAN 1985,USA,12,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022,1163,men_10000m,2022,https://worldathletics.org/athletes/athlete=14244311,toplist
69,27:40.16,,Charles HICKS,25 JUL 2001,GBR,3,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 APR 2022,1163,men_10000m,2022,https://worldathletics.org/athletes/athlete=14884801,toplist
70,27:40.50,,Joseph KARANJA,16 OCT 1999,KEN,15f7,,"Gion Stadium, Machida (JPN)",26 NOV 2022,1162,men_10000m,2022,https://worldathletics.org/athletes/athlete=14895744,toplist
71,27:40.55,,Connor MCMILLAN,15 NOV 1995,USA,13,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022,1162,men_10000m,2022,https://worldathletics.org/athletes/athlete=14623590,toplist
72,27:41.70,,Anthony KIBE,27 MAR 2003,KEN,1f2,,"Municipal Stadium, Miyoshi (JPN)",01 OCT 2022,1160,men_10000m,2022,https://worldathletics.org/athletes/athlete=14849600,toplist
73,27:42.08,,Bedan KAROKI,21 AUG 1990,KEN,3f3,,"Hoshigadai Stadium, Tajimi (JPN)",08 OCT 2022,1160,men_10000m,2022,https://worldathletics.org/athletes/athlete=14327782,toplist
74,27:42.42,,Cole SPROUT,03 DEC 2001,USA,4,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 APR 2022,1159,men_10000m,2022,https://worldathletics.org/athletes/athlete=14844961,toplist
75,27:42.48,,Tatsuhiko ITO,23 MAR 1998,JPN,2f2,,"Egao Kenko Stadium, Kumamoto (JPN)",09 APR 2022,1159,men_10000m,2022,https://worldathletics.org/athletes/athlete=14776377,toplist
76,27:42.73,,Davis KIPLANGAT,10 JUL 1998,KEN,16f7,,"Gion Stadium, Machida (JPN)",26 NOV 2022,1159,men_10000m,2022,https://worldathletics.org/athletes/athlete=14689592,toplist
77,27:42.85,,Akira AIZAWA,18 JUL 1997,JPN,1f2,,"National Stadium, Tokyo (JPN)",07 MAY 2022,1158,men_10000m,2022,https://worldathletics.org/athletes/athlete=14675312,toplist
78,27:43.50,,Isaac KIMELI,09 MAR 1994,BEL,10,,"Hayward Field, Eugene, OR (USA)",17 JUL 2022,1157,men_10000m,2022,https://worldathletics.org/athletes/athlete=14482919,toplist
79,27:43.60,,Boniface MULWA,16 APR 2000,KEN,4f5,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",12 NOV 2022,1157,men_10000m,2022,https://worldathletics.org/athletes/athlete=14892079,toplist
80,27:43.96,,Philip MULUWA,03 MAR 2002,KEN,17f7,,"Gion Stadium, Machida (JPN)",26 NOV 2022,1157,men_10000m,2022,https://worldathletics.org/athletes/athlete=14910819,toplist
81,27:44.33,,Ky ROBINSON,27 FEB 2002,AUS,6,,"Alexander Stadium, Birmingham (GBR)",02 AUG 2022,1156,men_10000m,2022,https://worldathletics.org/athletes/athlete=14865727,toplist
82,27:45.77,,Matthew PEREIRA,27 JUN 1998,USA,5,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 APR 2022,1154,men_10000m,2022,https://worldathletics.org/athletes/athlete=14827447,toplist
83,27:45.95,,Patrick TIERNAN,11 SEP 1994,AUS,14,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022,1154,men_10000m,2022,https://worldathletics.org/athletes/athlete=14433154,toplist
84,27:46.38,,Chimdessa DEBELE,13 SEP 2003,ETH,10,,"FBK Stadium, Hengelo (NED)",05 JUN 2022,1153,men_10000m,2022,https://worldathletics.org/athletes/athlete=14923869,toplist
85,27:46.39,,Mogeni Benuel MAGOMA,11 MAR 2001,KEN,6f2,,"Egao Kenko Stadium, Kumamoto (JPN)",09 APR 2022,1153,men_10000m,2022,https://worldathletics.org/athletes/athlete=14795184,toplist
86,27:46.46,,Cleophas Kandie MEYAN,14 AUG 2000,KEN,f2,,"National Stadium, Tokyo (JPN)",07 MAY 2022,1153,men_10000m,2022,https://worldathletics.org/athletes/athlete=14695631,toplist
87,27:46.73,,Andrew LOROT,02 DEC 1997,KEN,7f2,,"Egao Kenko Stadium, Kumamoto (JPN)",09 APR 2022,1152,men_10000m,2022,https://worldathletics.org/athletes/athlete=14689595,toplist
88,27:46.94,,Zerei Kbrom MEZNGI,12 JAN 1986,NOR,2,,"Olympiastadion, München (GER)",21 AUG 2022,1152,men_10000m,2022,https://worldathletics.org/athletes/athlete=14598298,toplist
89,27:47.13,,Yann SCHRUB,20 MAR 1996,FRA,3,,"Olympiastadion, München (GER)",21 AUG 2022,1152,men_10000m,2022,https://worldathletics.org/athletes/athlete=14528844,toplist
90,27:47.76,,Tomoki OTA,17 OCT 1997,JPN,18f7,,"Gion Stadium, Machida (JPN)",26 NOV 2022,1151,men_10000m,2022,https://worldathletics.org/athletes/athlete=14719583,toplist
91,27:47.95,,Patrick MATHENGE,02 NOV 1997,KEN,19f7,,"Gion Stadium, Machida (JPN)",26 NOV 2022,1150,men_10000m,2022,https://worldathletics.org/athletes/athlete=14696591,toplist
92,27:48.22,,Takashi ICHIDA,16 JUN 1992,JPN,8f2,,"Egao Kenko Stadium, Kumamoto (JPN)",09 APR 2022,1150,men_10000m,2022,https://worldathletics.org/athletes/athlete=14388860,toplist
93,27:48.27,,Takashi NAMBA,06 MAR 1999,JPN,1f6,,"Gion Stadium, Machida (JPN)",26 NOV 2022,1150,men_10000m,2022,https://worldathletics.org/athletes/athlete=14862896,toplist
94,27:48.81,,Dan KIPLANGAT,04 JUN 1996,KEN,1f2,,"Nagaragawa Stadium, Gifu (JPN)",24 SEP 2022,1149,men_10000m,2022,https://worldathletics.org/athletes/athlete=14796112,toplist
95,27:48.93,,Nganga Joseph WAWERU,02 JAN 2001,KEN,2f6,,"Gion Stadium, Machida (JPN)",26 NOV 2022,1149,men_10000m,2022,https://worldathletics.org/athletes/athlete=14768762,toplist
96,27:49.08,,Zouhair TALBI,08 APR 1995,MAR,1,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAY 2022,1149,men_10000m,2022,https://worldathletics.org/athletes/athlete=14577963,toplist
97,27:49.85,,Edwin Kipkemoi SEKO,05 MAY 2001,KEN,2f2,,"Nagaragawa Stadium, Gifu (JPN)",24 SEP 2022,1148,men_10000m,2022,https://worldathletics.org/athletes/kenya/edwin-kipkemoi-seko-14962832,toplist
98,27:49.88,,Gashau AYALE,22 AUG 1996,ISR,,,"Parliament Hill Fields Athletics Track, London (GBR)",14 MAY 2022,1147,men_10000m,2022,https://worldathletics.org/athletes/athlete=14714462,toplist
98,27:49.88,,Kazuya SHIOJIRI,08 NOV 1996,JPN,21f7,,"Gion Stadium, Machida (JPN)",26 NOV 2022,1147,men_10000m,2022,https://worldathletics.org/athletes/athlete=14648834,toplist
100,27:50.39,,Noah KIPLIMO,22 NOV 2000,KEN,3,,"Universiade Commemorative Stadium, Kobe (JPN)",24 APR 2022,1147,men_10000m,2022,https://worldathletics.org/athletes/athlete=14796092,toplist
1,26:50.66,,Berihu AREGAWI,28 FEB 2001,ETH,1,,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",23 JUN 2023,1241,men_10000m,2023,https://worldathletics.org/athletes/athlete=14848753,toplist
2,26:51.87,,Selemon BAREGA,20 JAN 2000,ETH,2,,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",23 JUN 2023,1239,men_10000m,2023,https://worldathletics.org/athletes/athlete=14751317,toplist
3,26:57.80,,Daniel Simiu EBENYO,18 SEP 1995,KEN,1,,"Boudewijnstadion, Bruxelles (BEL)",08 SEP 2023,1230,men_10000m,2023,https://worldathletics.org/athletes/athlete=14916366,toplist
4,27:06.37,,William KINCAID,21 SEP 1992,USA,1,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",04 MAR 2023,1216,men_10000m,2023,https://worldathletics.org/athletes/athlete=14493258,toplist
5,27:06.88,,Richard LODUNG,12 DEC 2003,KEN,1,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",22 APR 2023,1215,men_10000m,2023,https://worldathletics.org/athletes/kenya/richard-lodung-15019944,toplist
6,27:07.57,,Joe KLECKER,16 NOV 1996,USA,2,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",04 MAR 2023,1214,men_10000m,2023,https://worldathletics.org/athletes/athlete=14576389,toplist
7,27:07.71,,Benard Kibet KOECH,25 NOV 1999,KEN,1f3,,"Honjo Athletic Stadium, Kitakyushu (JPN)",20 MAY 2023,1214,men_10000m,2023,https://worldathletics.org/athletes/athlete=14748373,toplist
8,27:08.85,,Yismaw DILLU,11 SEP 2005,ETH,3,,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",23 JUN 2023,1212,men_10000m,2023,https://worldathletics.org/athletes/ethiopia/yismaw-dillu-15058747,toplist
9,27:09.80,,Kazuya SHIOJIRI,08 NOV 1996,JPN,1,,"National Stadium, Tokyo (JPN)",10 DEC 2023,1210,men_10000m,2023,https://worldathletics.org/athletes/athlete=14648834,toplist
10,27:09.96,,Emmanuel Moi MARU,04 JAN 2001,KEN,2,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",22 APR 2023,1210,men_10000m,2023,https://worldathletics.org/athletes/athlete=14974970,toplist
11,27:10.72,,Amos KURGAT,07 MAR 1992,KEN,1f7,,"Kamiyugi Park Athletic Stadium, Hachioji (JPN)",25 NOV 2023,1209,men_10000m,2023,https://worldathletics.org/athletes/athlete=14764064,toplist
