Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat,Venue,Date,Results Score,discipline,year,ProfileURL,source
24,72.49,,Rosa Andreina RODRÍGUEZ,02 JUL 1986,VEN,1,,"Športni park, Slovenska Bistrica (SLO)",27 MAY 2023,1133,women_HT,2023,https://worldathletics.org/athletes/athlete=14325206,toplist
25,72.47,,Alexandra TAVERNIER,13 DEC 1993,FRA,2,,"Estadio Vallehermoso, Madrid (ESP)",22 JUL 2023,1133,women_HT,2023,https://worldathletics.org/athletes/athlete=14417974,toplist
26,72.37,,Madison MALONE,31 MAY 1999,USA,2,,"Mike A. Myers Stadium, Austin, TX (USA)",08 JUN 2023,1131,women_HT,2023,https://worldathletics.org/athletes/athlete=14761712,toplist
27,72.35,,Malwina KOPRON,16 NOV 1994,POL,6q1,,"Nemzeti Atlétikai Központ, Budapest (HUN)",23 AUG 2023,1131,women_HT,2023,https://worldathletics.org/athletes/athlete=14418780,toplist
27,72.35,,Katrine Koch JACOBSEN,24 JUN 1999,DEN,1,,"Sugár úti Atlétikai Centrum, Szombathely (HUN)",05 SEP 2023,1131,women_HT,2023,https://worldathletics.org/athletes/athlete=14577396,toplist
29,71.84,,Jiangyan LI,22 MAY 1999,CHN,3,,"Sichuan Xipu Training Base, Chengdu (CHN)",08 APR 2023,1123,women_HT,2023,https://worldathletics.org/athletes/athlete=14750692,toplist
29,71.84,,Alyssa WILSON,20 FEB 1999,USA,1,,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",21 APR 2023,1123,women_HT,2023,https://worldathletics.org/athletes/athlete=14658933,toplist
31,71.81,,Na LUO,08 OCT 1993,CHN,2,,"Sichuan Xipu Training Base, Chengdu (CHN)",04 APR 2023,1122,women_HT,2023,https://worldathletics.org/athletes/athlete=14430153,toplist
32,71.80,,Alena SOBALEVA,11 MAY 1993,BLR,2,,"Yunost Stadium, Adler, Sochi (RUS)",24 MAY 2023,1122,women_HT,2023,https://worldathletics.org/athletes/athlete=14335975,toplist
33,71.60,,Janeah STEWART,21 JUL 1996,USA,3,,"Drake Stadium, Des Moines, IA (USA)",27 APR 2023,1119,women_HT,2023,https://worldathletics.org/athletes/athlete=14678887,toplist
34,71.57,,Xinying XU,17 FEB 1997,CHN,3,,"Mestský Stadion Sletište, Kladno (CZE)",13 JUN 2023,1119,women_HT,2023,https://worldathletics.org/athletes/athlete=14638605,toplist
35,71.35,,Iryna KLYMETS,04 OCT 1994,UKR,1,,"Stadium KPNU, Kamianets Podilskyi (UKR)",20 APR 2023,1115,women_HT,2023,https://worldathletics.org/athletes/athlete=14408893,toplist
36,71.24,,Lauren BRUCE,23 MAR 1997,NZL,3,,"Estadio Vallehermoso, Madrid (ESP)",22 JUL 2023,1113,women_HT,2023,https://worldathletics.org/athletes/athlete=14558985,toplist
37,71.18,,Anastasiya MASLOVA,16 OCT 1997,BLR,4,,"Yunost Stadium, Adler, Sochi (RUS)",24 MAY 2023,1112,women_HT,2023,https://worldathletics.org/athletes/athlete=14677647,toplist
37,71.18,,Nayoka CLUNIS,07 OCT 1995,JAM,2,,"McLeod Stadium, Langley (CAN)",14 JUL 2023,1112,women_HT,2023,https://worldathletics.org/athletes/athlete=14679899,toplist
39,71.14,,Aleksandra ŚMIECH,02 OCT 1997,POL,1,,"Centre sportif Bout-du-Monde, Genève (SUI)",10 JUN 2023,1112,women_HT,2023,https://worldathletics.org/athletes/athlete=14643539,toplist
40,71.10,,Suvi KOSKINEN,24 APR 1997,FIN,3,,"Kuortaneen keskusurheilukenttä, Kuortane (FIN)",17 JUN 2023,1111,women_HT,2023,https://worldathletics.org/athletes/athlete=14502580,toplist
41,71.01,,Katarzyna FURMANEK,19 FEB 1996,POL,1,,"Stadion AWF, Biala Podlaska (POL)",10 JUN 2023,1109,women_HT,2023,https://worldathletics.org/athletes/athlete=14419896,toplist
41,71.01,,Laura REDONDO,03 JUL 1988,ESP,1,,"Estadio Vallehermoso, Madrid (ESP)",11 JUN 2023,1109,women_HT,2023,https://worldathletics.org/athletes/athlete=14260658,toplist
43,70.86,,Oyesade OLATOYE,25 JAN 1997,NGR,1,,"Millican Field at Throw Town, Ramona, OK (USA)",22 JUL 2023,1107,women_HT,2023,https://worldathletics.org/athletes/athlete=14528108,toplist
44,70.60,,Weilu HUANG,20 JUL 1999,CHN,6,,"Mestský Stadion Sletište, Kladno (CZE)",13 JUN 2023,1103,women_HT,2023,https://worldathletics.org/athletes/athlete=14800550,toplist
45,70.35,,Beatrice Nedberge LLANO,14 DEC 1997,NOR,1,,"Fana Stadion, Bergen (NOR)",20 JUL 2023,1099,women_HT,2023,https://worldathletics.org/athletes/athlete=14481276,toplist
46,70.18,,Anastasiya GRIGORYEVA,10 SEP 2002,RUS,1,,"Yunost Stadium, Adler, Sochi (RUS)",12 FEB 2023,1096,women_HT,2023,https://worldathletics.org/athletes/athlete=14784662,toplist
47,70.09,,Erica BELVIT,09 NOV 1998,JAM,2,,"University of Maryland, College Park, MD (USA)",05 MAY 2023,1095,women_HT,2023,https://worldathletics.org/athletes/athlete=14624605,toplist
48,70.04,,Rose LOGA,27 JUL 2002,FRA,4,,"Stade Charléty, Paris (FRA)",09 JUN 2023,1094,women_HT,2023,https://worldathletics.org/athletes/athlete=14752018,toplist
49,69.98,,Veronika KAŇUCHOVÁ,19 APR 1993,SVK,1,,"Atletický štadión TU, Košice (SVK)",08 MAY 2023,1093,women_HT,2023,https://worldathletics.org/athletes/athlete=14380405,toplist
50,69.89,,Joy MCARTHUR,05 JUL 1999,JPN,1,,"USC Cromwell Field at Loker Track Stadium, Los Angeles, CA (USA)",07 APR 2023,1091,women_HT,2023,https://worldathletics.org/athletes/athlete=14751695,toplist
50,69.89,,Emma ROBBINS,13 DEC 2000,USA,4,,"Mike A. Myers Stadium, Austin, TX (USA)",08 JUN 2023,1091,women_HT,2023,https://worldathletics.org/athletes/athlete=14846323,toplist
52,69.79,,Stamatia Alexandra SCARVELIS,17 AUG 1995,GRE,4,,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",18 MAY 2023,1090,women_HT,2023,https://worldathletics.org/athletes/athlete=14476943,toplist
53,69.67,,Grete AHLBERG,29 MAY 1998,SWE,1,,"Hällåsens IP, Söderhamn (SWE)",28 JUL 2023,1088,women_HT,2023,https://worldathletics.org/athletes/athlete=14599169,toplist
54,69.66,,Réka GYURÁTZ,31 MAY 1996,HUN,1,,"Nemzeti Atlétikai Központ, Budapest (HUN)",08 JUL 2023,1088,women_HT,2023,https://worldathletics.org/athletes/athlete=14382890,toplist
55,69.58,,Jasmine MITCHELL,01 MAY 2000,USA,1,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",29 APR 2023,1086,women_HT,2023,https://worldathletics.org/athletes/united-states/jasmine-mitchell-014811514,toplist
56,69.55,,Martina HRAŠNOVÁ,21 MAR 1983,SVK,7,,"Mestský Stadion Sletište, Kladno (CZE)",13 JUN 2023,1086,women_HT,2023,https://worldathletics.org/athletes/athlete=14301404,toplist
57,69.52,,Ewa RÓŻAŃSKA,22 DEC 2000,POL,2,,"Stadion MOSiR, Kielce (POL)",14 MAY 2023,1085,women_HT,2023,https://worldathletics.org/athletes/athlete=14678941,toplist
58,69.48,,Zahra TATAR,10 NOV 1992,ALG,1,,"Complexe Olympique Mohamed Boudiaf, Algiers (ALG)",06 JUL 2023,1085,women_HT,2023,https://worldathletics.org/athletes/athlete=14428446,toplist
59,69.40,,Samantha BORUTTA,07 AUG 2000,GER,1f1,,"Sportplatz Langenbrand, Forbach (GER)",06 MAY 2023,1083,women_HT,2023,https://worldathletics.org/athletes/athlete=14702578,toplist
60,69.39,,Katie HEAD,09 DEC 1999,GBR,1,,"Thurrock Blackshots Athletics Stadium, Essex (GBR)",13 MAY 2023,1083,women_HT,2023,https://worldathletics.org/athletes/athlete=14594375,toplist
61,69.15,,Xena NGOMATEKE,26 AUG 1998,FRA,3f1,,"Stade d'Athletisme Pierre Voillequin, Troyes (FRA)",01 JUL 2023,1079,women_HT,2023,https://worldathletics.org/athletes/athlete=14792276,toplist
62,69.10,,Vanessa STERCKENDRIES,15 SEP 1995,BEL,1,,"Blaarmeersen, Gent (BEL)",18 MAY 2023,1079,women_HT,2023,https://worldathletics.org/athletes/athlete=14481780,toplist
63,69.02,,Rachele MORI,29 MAR 2003,ITA,6,,"Campo Scuola Moreno Martini, Lucca (ITA)",04 JUN 2023,1077,women_HT,2023,https://worldathletics.org/athletes/athlete=14798425,toplist
64,68.96,,Shelby MORAN,03 APR 2000,USA,1,,"Hilmer Lodge Stadium, Walnut, CA (USA)",13 MAY 2023,1076,women_HT,2023,https://worldathletics.org/athletes/athlete=14756129,toplist
65,68.71,,Aileen KUHN,27 NOV 2003,GER,1,,"Jahnstadion, Göttingen (GER)",01 JUL 2023,1072,women_HT,2023,https://worldathletics.org/athletes/athlete=14840255,toplist
66,68.61,,Mayra GAVIRIA,26 MAY 1997,COL,3,,San Salvador (ESA),03 JUL 2023,1071,women_HT,2023,https://worldathletics.org/athletes/athlete=14583958,toplist
67,68.55,,Laura IGAUNE,10 FEB 1988,LAT,1,,"Dick Vert Stadium, High Point, NC (USA)",17 MAR 2023,1070,women_HT,2023,https://worldathletics.org/athletes/athlete=14289994,toplist
68,68.50,,Lisa WILSON,29 MAR 1988,USA,7,,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",18 MAY 2023,1069,women_HT,2023,https://worldathletics.org/athletes/athlete=14324469,toplist
68,68.50,,Mariana PESTANA,18 APR 2001,POR,1,,"RG3 e Centro Desportivo da Madeira, Funchal (POR)",10 JUN 2023,1069,women_HT,2023,https://worldathletics.org/athletes/athlete=14845127,toplist
70,68.38,,Mayyi MAHAMA,13 JUN 2000,USA,3,,"Hilmer Lodge Stadium, Walnut, CA (USA)",13 MAY 2023,1067,women_HT,2023,https://worldathletics.org/athletes/athlete=14839157,toplist
71,68.27,,Zalina MARGHIEVA,05 FEB 1988,MDA,1,,"Stadionul Iolanda Balas Soter, Bucureşti (ROU)",03 JUN 2023,1065,women_HT,2023,https://worldathletics.org/athletes/athlete=14290915,toplist
72,68.24,,Tara SIMPSON-SULLIVAN,02 DEC 2000,GBR,1,,"Rice University Ley Track/Holloway Field, Houston, TX (USA)",22 APR 2023,1065,women_HT,2023,https://worldathletics.org/athletes/athlete=14759129,toplist
73,68.17,,Maddy NILLES,23 MAR 1997,USA,1,,"Rock Chalk Park, Lawrence, KS (USA)",13 APR 2023,1064,women_HT,2023,https://worldathletics.org/athletes/united-states/maddy-otterdahl-14610883,toplist
74,68.11,,Yuqian CHEN,05 APR 1999,CHN,3q1,,"Sichuan Xipu Training Base, Chengdu (CHN)",03 APR 2023,1063,women_HT,2023,https://worldathletics.org/athletes/athlete=14701431,toplist
75,68.04,,Jalani DAVIS,23 MAY 2001,USA,2,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",29 APR 2023,1061,women_HT,2023,https://worldathletics.org/athletes/athlete=14834014,toplist
76,67.93,,Sara KILLINEN,09 APR 2001,FIN,3,,"Hilmer Lodge Stadium, Walnut, CA (USA)",15 APR 2023,1060,women_HT,2023,https://worldathletics.org/athletes/athlete=14717315,toplist
77,67.85,,Jillian WEIR,09 FEB 1993,CAN,3,,"Linnastaadion, Jöhvi (EST)",16 JUN 2023,1058,women_HT,2023,https://worldathletics.org/athletes/athlete=14423557,toplist
77,67.85,,Nicola TUTHILL,22 DEC 2003,IRL,2f1,,"Stadion Śląski, Chorzów (POL)",20 JUN 2023,1058,women_HT,2023,https://worldathletics.org/athletes/athlete=14903460,toplist
79,67.75,,Kaila BUTLER,16 JUL 1998,CAN,2,,"Mike A. Myers Stadium, Austin, TX (USA)",30 MAR 2023,1057,women_HT,2023,https://worldathletics.org/athletes/athlete=14732295,toplist
80,67.73,,Valentina SAVVA,17 MAY 2005,CYP,1,,"GPS Stadium, Nicosia (CYP)",08 JUL 2023,1056,women_HT,2023,https://worldathletics.org/athletes/athlete=14903614,toplist
81,67.69,,Oluwasheyi TAIWO,10 NOV 1999,USA,2,,"Ole Miss T&F Complex, Oxford, MS (USA)",24 MAR 2023,1056,women_HT,2023,https://worldathletics.org/athletes/athlete=14811512,toplist
82,67.63,,Chloe LINDEMAN,05 MAR 2000,USA,1,,"McClimon Outdoor Track, Madison, WI (USA)",05 MAY 2023,1055,women_HT,2023,https://worldathletics.org/athletes/athlete=14800160,toplist
83,67.62,,Kassidy GALLAGHER,30 DEC 2000,USA,1,,"John Jacobs Track Complex, Norman, OK (USA)",12 MAY 2023,1055,women_HT,2023,https://worldathletics.org/athletes/athlete=14923767,toplist
84,67.52,,Alexandra HULLEY,24 JUL 1997,AUS,1,,"SOPAC, Sydney (AUS)",11 MAR 2023,1053,women_HT,2023,https://worldathletics.org/athletes/athlete=14495639,toplist
85,67.48,,Esther IMARIAGBEE,25 FEB 2002,GER,1,,"Werferzentrum Brandberge, Halle (GER)",21 MAY 2023,1052,women_HT,2023,https://worldathletics.org/athletes/athlete=14792885,toplist
86,67.37,,Zouina BOUZEBRA,03 OCT 1990,ALG,1,,"Complexe Olympique Mohamed Boudiaf, Algiers (ALG)",25 JUL 2023,1051,women_HT,2023,https://worldathletics.org/athletes/athlete=14272846,toplist
87,67.32,,Ya-Chien YU,20 APR 1999,TPE,1,,"Jack Rose Track, Long Beach, CA (USA)",14 APR 2023,1050,women_HT,2023,https://worldathletics.org/athletes/athlete=14791200,toplist
88,67.27,,Rebecka HALLERTH,04 JAN 1996,SWE,4f1,,"Bottnaryds IP, Bottnaryd (SWE)",16 JUL 2023,1049,women_HT,2023,https://worldathletics.org/athletes/athlete=14570004,toplist
89,67.25,,Jinyao GAO,30 APR 2004,CHN,8,,"Olympic Center, Shenyang (CHN)",29 JUN 2023,1049,women_HT,2023,https://worldathletics.org/athletes/pr-of-china/jinyao-gao-14959060,toplist
90,67.22,,Michelle DÖPKE,21 JUL 1997,GER,6,,"Werferzentrum Brandberge, Halle (GER)",20 MAY 2023,1048,women_HT,2023,https://worldathletics.org/athletes/athlete=14473493,toplist
91,67.15,,Elisia LANCASTER,19 AUG 1998,USA,2,,"Demirjian Park, Champaign, IL (USA)",21 APR 2023,1047,women_HT,2023,https://worldathletics.org/athletes/athlete=14822682,toplist
92,67.11,,Amber SIMPSON,03 JAN 1999,GBR,4,,"Sam Bailey Track Stadium, Tuscaloosa, AL (USA)",21 APR 2023,1046,women_HT,2023,https://worldathletics.org/athletes/athlete=14705820,toplist
93,66.98,,Elísabet Rut RÚNARSDÓTTIR,28 NOV 2002,ISL,7,,"Mike A. Myers Stadium, Austin, TX (USA)",08 JUN 2023,1044,women_HT,2023,https://worldathletics.org/athletes/athlete=14848464,toplist
94,66.96,,Axi ZHANG,06 MAR 2002,CHN,2,,Taizhou (CHN),26 MAY 2023,1044,women_HT,2023,https://worldathletics.org/athletes/pr-of-china/axi-zhang-14975956,toplist
95,66.95,,Thea LÖFMAN,08 SEP 2003,SWE,2,,"Hällåsens IP, Söderhamn (SWE)",28 JUL 2023,1044,women_HT,2023,https://worldathletics.org/athletes/athlete=14805312,toplist
96,66.69,,Makenna WILSON,,USA,2,,"McClimon Outdoor Track, Madison, WI (USA)",05 MAY 2023,1040,women_HT,2023,https://worldathletics.org/athletes/athlete=14831459,toplist
96,66.69,,Kayleigh PRESSWELL,14 MAR 1995,GBR,2,,"Chelmsford Sport And Athletics Centre Melbourne Park, Chelmsford (GBR)",23 JUL 2023,1040,women_HT,2023,https://worldathletics.org/athletes/athlete=14515718,toplist
98,66.60,,Taylor GORUM,,USA,8,,"Mike A. Myers Stadium, Austin, TX (USA)",08 JUN 2023,1038,women_HT,2023,https://worldathletics.org/athletes/athlete=14799485,toplist
99,66.47,,Marika KACZMAREK,25 APR 1996,POL,2,,"Stadion AWF, Biala Podlaska (POL)",10 JUN 2023,1036,women_HT,2023,https://worldathletics.org/athletes/athlete=14524557,toplist
100,66.44,,Olena KHAMAZA,23 DEC 2000,UKR,2,,"Atletski Stadion, Kraljevo (SRB)",23 JUL 2023,1036,women_HT,2023,https://worldathletics.org/athletes/athlete=14830540,toplist
1,79.92,,Brooke ANDERSEN,23 AUG 1995,USA,1,,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",04 MAY 2024,1254,women_HT,2024,https://worldathletics.org/athletes/athlete=14577492,toplist
2,77.76,,Camryn ROGERS,07 JUN 1999,CAN,1,,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1219,women_HT,2024,https://worldathletics.org/athletes/athlete=14607142,toplist
3,77.16,,DeAnna PRICE,08 JUN 1993,USA,2,,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1209,women_HT,2024,https://worldathletics.org/athletes/athlete=14491584,toplist
4,75.99,,Janee' KASSANAVOID,19 JAN 1995,USA,1,,"Nyayo National Stadium, Nairobi (KEN)",20 APR 2024,1190,women_HT,2024,https://worldathletics.org/athletes/athlete=14628218,toplist
5,75.95,,Zalina MARGHIEVA,05 FEB 1988,MDA,1,,"Throwing Stadium, Balchik (BUL)",11 MAY 2024,1189,women_HT,2024,https://worldathletics.org/athletes/athlete=14290915,toplist
6,75.48,,Annette Nneka ECHIKUNWOKE,29 JUL 1996,USA,2,,"Stade de France, Paris (FRA)",06 AUG 2024,1182,women_HT,2024,https://worldathletics.org/athletes/athlete=14589891,toplist
7,75.42,,Jie ZHAO,13 OCT 2002,CHN,1,,"Huai'an Sports Center, Huai'an (CHN)",18 JUL 2024,1181,women_HT,2024,https://worldathletics.org/athletes/athlete=14889043,toplist
8,74.85,,Krista TERVO,15 NOV 1997,FIN,1,,"Olympiastadion, Helsinki (FIN)",30 AUG 2024,1172,women_HT,2024,https://worldathletics.org/athletes/athlete=14592895,toplist
9,74.82,,Rachel TANCZOS,27 SEP 1999,USA,1,,"Iron Wood Throwers Center, Rathdrum, ID (USA)",01 JUN 2024,1171,women_HT,2024,https://worldathletics.org/athletes/athlete=14802080,toplist
10,74.23,,Anita WŁODARCZYK,08 AUG 1985,POL,4,,"Stade de France, Paris (FRA)",06 AUG 2024,1162,women_HT,2024,https://worldathletics.org/athletes/athlete=14294652,toplist
11,74.18,,Sara FANTINI,16 SEP 1997,ITA,1,,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1161,women_HT,2024,https://worldathletics.org/athletes/athlete=14593885,toplist
12,74.07,,Sofiya PALKINA,09 JUN 1998,RUS,1,,"Yunost Stadium, Adler, Sochi (RUS)",20 APR 2024,1159,women_HT,2024,https://worldathletics.org/athletes/athlete=14513668,toplist
13,74.06,,Bianca Florentina GHELBER,01 JUN 1990,ROU,2,,"Nyayo National Stadium, Nairobi (KEN)",20 APR 2024,1159,women_HT,2024,https://worldathletics.org/athletes/athlete=14295835,toplist
14,74.04,,Silja KOSONEN,16 DEC 2002,FIN,5,,"Stade de France, Paris (FRA)",06 AUG 2024,1159,women_HT,2024,https://worldathletics.org/athletes/athlete=14763144,toplist
15,73.99,,Jiangyan LI,22 MAY 1999,CHN,1,,"Sports Center, Bengbu (CHN)",10 MAY 2024,1158,women_HT,2024,https://worldathletics.org/athletes/athlete=14750692,toplist
16,73.79,,Jillian SHIPPEE,19 APR 1999,USA,1,,"Østerbro Stadium, Copenhagen (DEN)",03 SEP 2024,1154,women_HT,2024,https://worldathletics.org/athletes/athlete=14636609,toplist
17,73.66,,Hanna SKYDAN,14 MAY 1992,AZE,7,,"Stade de France, Paris (FRA)",06 AUG 2024,1152,women_HT,2024,https://worldathletics.org/athletes/athlete=14375556,toplist
18,73.55,,Katrine Koch JACOBSEN,24 JUN 1999,DEN,2,,"Østerbro Stadium, Copenhagen (DEN)",03 SEP 2024,1151,women_HT,2024,https://worldathletics.org/athletes/athlete=14577396,toplist
19,73.31,,Thea LÖFMAN,08 SEP 2003,SWE,1f1,,"Werferzentrum Brandberge, Halle (GER)",25 MAY 2024,1147,women_HT,2024,https://worldathletics.org/athletes/athlete=14805312,toplist
20,72.98,,Rosa Andreina RODRÍGUEZ,02 JUL 1986,VEN,8,,"Stade de France, Paris (FRA)",06 AUG 2024,1141,women_HT,2024,https://worldathletics.org/athletes/athlete=14325206,toplist
21,72.77,,Anastasiya MASLOVA,16 OCT 1997,BLR,1,,"Regional Sport Complex, Brest (BLR)",01 AUG 2024,1138,women_HT,2024,https://worldathletics.org/athletes/athlete=14677647,toplist
22,72.68,,Rose LOGA,27 JUL 2002,FRA,3,,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1137,women_HT,2024,https://worldathletics.org/athletes/athlete=14752018,toplist
23,72.62,,Rebecka HALLERTH,04 JAN 1996,SWE,2f1,,"Werferzentrum Brandberge, Halle (GER)",25 MAY 2024,1136,women_HT,2024,https://worldathletics.org/athletes/athlete=14570004,toplist
24,72.46,,Xinying XU,17 FEB 1997,CHN,1,,"Zhaoqing Sports Center, Zhaoqing (CHN)",10 APR 2024,1133,women_HT,2024,https://worldathletics.org/athletes/athlete=14638605,toplist
25,72.45,,Alena SOBALEVA,11 MAY 1993,BLR,2,,"Regional Sport Complex, Brest (BLR)",01 AUG 2024,1133,women_HT,2024,https://worldathletics.org/athletes/athlete=14335975,toplist
26,72.25,,Jiale ZHANG,22 OCT 2006,CHN,2,,"Huai'an Sports Center, Huai'an (CHN)",18 JUL 2024,1130,women_HT,2024,https://worldathletics.org/athletes/pr-of-china/jiale-zhang-15034977,toplist
27,72.10,,Erin REESE,04 DEC 1995,USA,1f1,,"Apple Bowl Stadium, Kelowna (CAN)",28 JUN 2024,1127,women_HT,2024,https://worldathletics.org/athletes/athlete=14586650,toplist
28,71.88,,Oyesade OLATOYE,25 JAN 1997,NGR,2,,"Iron Wood Throwers Center, Rathdrum, ID (USA)",01 JUN 2024,1124,women_HT,2024,https://worldathletics.org/athletes/athlete=14528108,toplist
29,71.83,,Nayoka CLUNIS,07 OCT 1995,JAM,6,,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",04 MAY 2024,1123,women_HT,2024,https://worldathletics.org/athletes/athlete=14679899,toplist
30,71.79,,Anna PURCHASE,15 SEP 1999,GBR,2,,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1122,women_HT,2024,https://worldathletics.org/athletes/athlete=14659644,toplist
31,71.70,,Beatrice Nedberge LLANO,14 DEC 1997,NOR,1,,"Fana Stadion, Bergen (NOR)",24 AUG 2024,1121,women_HT,2024,https://worldathletics.org/athletes/athlete=14481276,toplist
32,71.44,,Anastasiya GRIGORYEVA,10 SEP 2002,RUS,2,,"Yunost Stadium, Adler, Sochi (RUS)",20 APR 2024,1116,women_HT,2024,https://worldathletics.org/athletes/athlete=14784662,toplist
33,71.34,,Iryna KLYMETS,04 OCT 1994,UKR,1,,"Olympic Training and Sports Center, Koncha-Zaspa, Kyiv (UKR)",14 FEB 2024,1115,women_HT,2024,https://worldathletics.org/athletes/athlete=14408893,toplist
34,71.29,,Yuqian CHEN,05 APR 1999,CHN,2,,"Olympic Sports Center, Chongqing (CHN)",28 MAY 2024,1114,women_HT,2024,https://worldathletics.org/athletes/athlete=14701431,toplist
35,71.27,,Alexandra TAVERNIER,13 DEC 1993,FRA,3,,"Kuortaneen keskusurheilukenttä, Kuortane (FIN)",22 JUN 2024,1114,women_HT,2024,https://worldathletics.org/athletes/athlete=14417974,toplist
36,71.13,,Jillian WEIR,09 FEB 1993,CAN,1,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",20 APR 2024,1111,women_HT,2024,https://worldathletics.org/athletes/athlete=14423557,toplist
37,70.94,,Zheng WANG,14 DEC 1987,CHN,3,,"Sichuan Xipu Training Base, Chengdu (CHN)",30 MAR 2024,1108,women_HT,2024,https://worldathletics.org/athletes/athlete=14264987,toplist
38,70.93,,Li JI,14 DEC 2000,CHN,4,,"Sichuan Xipu Training Base, Chengdu (CHN)",30 MAR 2024,1108,women_HT,2024,https://worldathletics.org/athletes/athlete=14748833,toplist
38,70.93,,Janeah STEWART,21 JUL 1996,USA,8,,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",04 MAY 2024,1108,women_HT,2024,https://worldathletics.org/athletes/athlete=14678887,toplist
40,70.92,,Stamatia Alexandra SCARVELIS,17 AUG 1995,GRE,1,,"Panthessaliko Stadium, Volos (GRE)",30 JUN 2024,1108,women_HT,2024,https://worldathletics.org/athletes/athlete=14476943,toplist
41,70.74,,Elina SILYAMIYEVA,21 OCT 2004,UZB,1,,Tashkent (UZB),12 MAY 2024,1105,women_HT,2024,https://worldathletics.org/athletes/athlete=14988384,toplist
42,70.69,,Yelizaveta TSAREVA,26 MAR 1993,RUS,2,,"Slava Metreveli Stadium, Sochi (RUS)",21 MAY 2024,1104,women_HT,2024,https://worldathletics.org/athletes/athlete=14481572,toplist
42,70.69,,Stephanie RATCLIFFE,29 DEC 2000,AUS,1,,"McLeod Stadium, Langley (CAN)",16 JUN 2024,1104,women_HT,2024,https://worldathletics.org/athletes/athlete=14690008,toplist
44,70.68,,Charlotte PAYNE,20 MAR 2002,GBR,1,,"Centro Nacional de Lançamentos, Leiria (POR)",22 JUN 2024,1104,women_HT,2024,https://worldathletics.org/athletes/athlete=14719870,toplist
45,70.59,,Lauren BRUCE,23 MAR 1997,NZL,1,,"Nga Puna Wai Sports Hub, Christchurch (NZL)",24 FEB 2024,1103,women_HT,2024,https://worldathletics.org/athletes/athlete=14558985,toplist
46,70.51,,Joy MCARTHUR,05 JUL 1999,JPN,1,,"USC Cromwell Field at Loker Track Stadium, Los Angeles, CA (USA)",22 MAR 2024,1101,women_HT,2024,https://worldathletics.org/athletes/athlete=14751695,toplist
47,70.47,,Elísabet Rut RÚNARSDÓTTIR,28 NOV 2002,ISL,1,,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1101,women_HT,2024,https://worldathletics.org/athletes/athlete=14848464,toplist
48,70.39,,Autavia FLUKER,06 JUN 1997,USA,2,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",20 APR 2024,1099,women_HT,2024,https://worldathletics.org/athletes/athlete=14486914,toplist
49,70.32,,Nicola TUTHILL,22 DEC 2003,IRL,2,,"Štadión SNP, Banská Bystrica (SVK)",24 MAY 2024,1098,women_HT,2024,https://worldathletics.org/athletes/athlete=14903460,toplist
50,70.21,,Amber SIMPSON,03 JAN 1999,GBR,2,,"Demirjian Park, Champaign, IL (USA)",13 APR 2024,1097,women_HT,2024,https://worldathletics.org/athletes/athlete=14705820,toplist
51,70.05,,Na LUO,08 OCT 1993,CHN,5,,"Sichuan Xipu Training Base, Chengdu (CHN)",30 MAR 2024,1094,women_HT,2024,https://worldathletics.org/athletes/athlete=14430153,toplist
52,70.02,,Shelby MORAN,03 APR 2000,USA,1,,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",27 APR 2024,1093,women_HT,2024,https://worldathletics.org/athletes/athlete=14756129,toplist
53,69.98,,Malwina KOPRON,16 NOV 1994,POL,1,,"Stadion MOSiR, Kielce (POL)",12 MAY 2024,1093,women_HT,2024,https://worldathletics.org/athletes/athlete=14418780,toplist
54,69.95,,Jinyao GAO,30 APR 2004,CHN,2,,"Kuishan Sports Center, Rizhao (CHN)",28 JUN 2024,1092,women_HT,2024,https://worldathletics.org/athletes/pr-of-china/jinyao-gao-14959060,toplist
55,69.94,,Tara SIMPSON-SULLIVAN,02 DEC 2000,GBR,2,,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1092,women_HT,2024,https://worldathletics.org/athletes/athlete=14759129,toplist
56,69.92,,Katarzyna FURMANEK,19 FEB 1996,POL,2,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",27 JUN 2024,1092,women_HT,2024,https://worldathletics.org/athletes/athlete=14419896,toplist
