Rank,Mark,wind,athlete_name,dob,country,pos,venue,date,results_score,year,discipline_key,discipline_label,age,wind_legal
11362,20.63,1.9,Rodney ROWE,1997-03-17,USA,1f2,"Irwin Belk Track, Greensboro, NC (USA)",2021-04-10,1123,2021,men_200m,Men 200m,24.1,True
11362,20.63,0.9,Isiah YOUNG,1990-01-05,USA,6f1,"Percy Beard Track, Gainesville, FL (USA)",2021-04-16,1123,2021,men_200m,Men 200m,31.3,True
11362,20.63,1.6,Evan MILLER,2000-08-29,USA,4f1,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-04-29,1123,2021,men_200m,Men 200m,20.7,True
11362,20.63,1.9,Coby HILTON,,USA,1f5,"Bobcat Track and Field Complex, San Marcos, TX (USA)",2021-05-01,1123,2021,men_200m,Men 200m,,True
11362,20.63,2.0,Kyle FULKS,1993-12-12,USA,2f4,"Tom Tellez Track, Houston, TX (USA)",2021-05-07,1123,2021,men_200m,Men 200m,27.4,True
11362,20.63,1.4,Diamantae GRIFFIN,,USA,1f2,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-15,1123,2021,men_200m,Men 200m,,True
11362,20.63,-1.8,Alexander OGANDO,2000-05-03,DOM,2f1,"Polideportivo Municipal, Andújar (ESP)",2021-05-22,1133,2021,men_200m,Men 200m,21.1,True
11362,20.63,1.2,Marcus PARKER,1997-10-09,USA,2pr3,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-26,1123,2021,men_200m,Men 200m,23.6,True
11362,20.63,-0.4,Benjamin RICHARDSON,2003-12-19,RSA,1f5,"Bestmed Tuks Stadium, Pretoria (RSA)",2021-05-29,1125,2021,men_200m,Men 200m,17.4,True
11362,20.63,1.9,Anderson MARQUINEZ,2001-01-06,ECU,3,"Estadio Alberto Spencer Herrera, Guayaquil (ECU)",2021-05-31,1123,2021,men_200m,Men 200m,20.4,True
11362,20.63,0.6,Eseosa Fostine DESALU,1994-02-19,ITA,2,"FBK Stadium, Hengelo (NED)",2021-06-06,1123,2021,men_200m,Men 200m,27.3,True
11362,20.63,-0.2,Marcus PARKER,1997-10-09,USA,5h1,"Hayward Field, Eugene, OR (USA)",2021-06-25,1124,2021,men_200m,Men 200m,23.7,True
11362,20.63,0.4,Kyree KING,1994-07-09,USA,4h4,"Hayward Field, Eugene, OR (USA)",2021-06-25,1123,2021,men_200m,Men 200m,27.0,True
11362,20.63,-1.7,Adam GEMILI,1993-10-06,GBR,1,"Sportcity Regional Arena, Manchester (GBR)",2021-06-27,1133,2021,men_200m,Men 200m,27.7,True
11362,20.63,1.0,Bruno DEDE,1999-10-07,JPN,2,"Yanmar Stadium Nagai, Osaka (JPN)",2021-06-27,1123,2021,men_200m,Men 200m,21.7,True
11362,20.63,0.2,Letsile TEBOGO,2003-06-07,BOT,1h5,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2021-08-20,1123,2021,men_200m,Men 200m,18.2,True
11362,20.63,0.7,Calab LAW,2003-12-31,AUS,1,"SOPAC, Sydney (AUS)",2022-03-29,1123,2022,men_200m,Men 200m,18.2,True
11362,20.63,1.9,Diamantae GRIFFIN,,USA,1f1,"Dick Vert Stadium, High Point, NC (USA)",2022-04-02,1123,2022,men_200m,Men 200m,,True
11362,20.63,0.2,Da'marcus FLEMING,2001-12-21,USA,2f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2022-04-02,1123,2022,men_200m,Men 200m,20.3,True
11362,20.63,1.5,Marcus PARKER,1997-10-09,USA,3f1,"Percy Beard Track, Gainesville, FL (USA)",2022-04-15,1123,2022,men_200m,Men 200m,24.5,True
11362,20.63,-1.7,Clarence MUNYAI,1998-02-20,RSA,2,"Green Point Stadium, Cape Town (RSA)",2022-04-23,1133,2022,men_200m,Men 200m,24.2,True
11362,20.63,0.4,Dylan SWAIN,,USA,4f1,"Walter P. Ledet Track Complex, Natchitoches, LA (USA)",2022-04-23,1123,2022,men_200m,Men 200m,,True
11362,20.63,0.1,Parker KIEWIET,,USA,1,"Drake Stadium, Des Moines, IA (USA)",2022-05-15,1123,2022,men_200m,Men 200m,,True
11362,20.63,0.8,Joe FERGUSON,2000-05-03,GBR,1f1,"Loughborough University Track, Loughborough (GBR)",2022-05-22,1123,2022,men_200m,Men 200m,22.1,True
11362,20.63,0.9,De’montray CALLIS,,USA,5h1,"John McDonnell Field, Fayetteville, AR (USA)",2022-05-27,1123,2022,men_200m,Men 200m,,True
11362,20.63,-0.2,Jan JIRKA,1993-10-05,CZE,6,"Mestský Stadion, Ostrava (CZE)",2022-05-31,1124,2022,men_200m,Men 200m,28.7,True
11362,20.63,0.4,Lance LANG,,USA,5sf2,"Hayward Field, Eugene, OR (USA)",2022-06-08,1123,2022,men_200m,Men 200m,,True
11362,20.63,0.2,Reona MIURA,2000-05-10,JPN,1h3,"Yanmar Stadium Nagai, Osaka (JPN)",2022-06-11,1123,2022,men_200m,Men 200m,22.1,True
11362,20.63,-1.4,Brendon RODNEY,1992-04-09,CAN,1f6,"National Stadium, Kingston (JAM)",2022-06-11,1131,2022,men_200m,Men 200m,30.2,True
11362,20.63,0.9,Mustafa MAHAMUUD,1998-07-01,NED,2f1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",2022-07-03,1123,2022,men_200m,Men 200m,24.0,True
11362,20.63,0.5,Eseosa Fostine DESALU,1994-02-19,ITA,4h4,"Hayward Field, Eugene, OR (USA)",2022-07-18,1123,2022,men_200m,Men 200m,28.4,True
11362,20.63,-0.3,Pol RETAMAL,1999-03-16,ESP,6,"Olympiastadion, München (GER)",2022-08-19,1124,2022,men_200m,Men 200m,23.4,True
11362,20.63,1.8,Justin BECKER,,USA,3f1,"UMiami Cobb Stadium, Coral Gables, FL (USA)",2023-03-18,1123,2023,men_200m,Men 200m,,True
11362,20.63,1.8,Isaiah TEER,,USA,1f3,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-04-22,1123,2023,men_200m,Men 200m,,True
11362,20.63,1.9,Adrian John SWART,2002-05-28,RSA,3,"Mangaung Athletics Stadium, Bloemfontein (RSA)",2023-05-06,1123,2023,men_200m,Men 200m,20.9,True
11362,20.63,-1.2,Brandon MILLER,2003-06-27,USA,2h5,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-11,1130,2023,men_200m,Men 200m,19.9,True
11362,20.63,0.4,Shaun MASWANGANYI,2001-02-01,RSA,1h2,"USF Track Complex, Tampa, FL (USA)",2023-05-12,1123,2023,men_200m,Men 200m,22.3,True
11362,20.63,1.2,Josh BOUR,,USA,2h1,"John Jacobs Track Complex, Norman, OK (USA)",2023-05-13,1123,2023,men_200m,Men 200m,,True
11362,20.63,2.0,Nolton SHELVIN,,USA,4pr5,"Hornet Stadium - Sac St., Sacramento, CA (USA)",2023-05-24,1123,2023,men_200m,Men 200m,,True
11362,20.63,0.3,Taymir BURNET,1992-10-01,NED,3f3,"Putbosstadion, Oordegem (BEL)",2023-05-27,1123,2023,men_200m,Men 200m,30.7,True
11362,20.63,0.9,Andrew MORGAN-HARRISON,1998-03-09,GBR,3,"Stadio Zecchini, Grosseto (ITA)",2023-05-27,1123,2023,men_200m,Men 200m,25.2,True
11362,20.63,2.0,Busang Collen KEBINATSHIPI,2004-02-13,BOT,1h1,"National Stadium, Gaborone (BOT)",2023-05-27,1123,2023,men_200m,Men 200m,19.3,True
11362,20.63,0.1,Shota IIZUKA,1991-06-25,JPN,1h3,"Yanmar Stadium Nagai, Osaka (JPN)",2023-06-01,1123,2023,men_200m,Men 200m,31.9,True
11362,20.63,0.6,Dorian CAMEL,1999-03-03,USA,7sf3,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-07,1123,2023,men_200m,Men 200m,24.3,True
11362,20.63,-0.2,Seye OGUNLEWE,1991-08-30,NGR,1f1,"Stadion Eggenberg, Graz (AUT)",2023-06-16,1124,2023,men_200m,Men 200m,31.8,True
11362,20.63,-1.1,Antonio WATSON,2001-09-11,JAM,2f1,"National Stadium, Kingston (JAM)",2023-06-17,1129,2023,men_200m,Men 200m,21.8,True
11362,20.63,0.8,James DADZIE,2001-05-17,GHA,5,"Icahn Stadium, New York, NY (USA)",2023-06-24,1123,2023,men_200m,Men 200m,22.1,True
11788,20.64,1.3,Bryce ROBINSON,1993-11-13,USA,4,"Mike A. Myers Stadium, Austin, TX (USA)",2021-03-27,1121,2021,men_200m,Men 200m,27.4,True
11788,20.64,0.1,Antoine EVANS,,USA,1h4,"Cowley Sport Complex, Arkansas City, KS (USA)",2021-04-30,1121,2021,men_200m,Men 200m,,True
11788,20.64,0.0,Jordan BOOKER,,USA,1h3,"USF Track Complex, Tampa, FL (USA)",2021-05-14,1121,2021,men_200m,Men 200m,,True
11788,20.64,0.1,Zhenye XIE,1993-08-17,CHN,1h7,Fuzhou (CHN),2021-05-24,1121,2021,men_200m,Men 200m,27.8,True
11788,20.64,0.3,Christian HAMBERLIN,,USA,3h1,"Cushing Stadium, College Station, TX (USA)",2021-05-29,1121,2021,men_200m,Men 200m,,True
11788,20.64,-0.6,Jevaughn MINZIE,1995-07-20,JAM,1h6,"National Stadium, Kingston (JAM)",2021-06-26,1124,2021,men_200m,Men 200m,25.9,True
11788,20.64,-0.3,Haibin YAN,2003-01-08,CHN,1,Chongqing (CHN),2021-06-27,1122,2021,men_200m,Men 200m,18.5,True
11788,20.64,-0.3,Alex WILSON,1990-09-19,SUI,1f1,"Stadion Allmend, Luzern (SUI)",2021-06-29,1122,2021,men_200m,Men 200m,30.8,True
11788,20.64,1.8,Devin QUINN,1996-06-08,USA,5,"Trabuco Hills HS, Mission Viejo, CA (USA)",2021-07-18,1121,2021,men_200m,Men 200m,25.1,True
11788,20.64,2.0,Aidan MURPHY,2003-10-14,AUS,1f1,"SA Athletic Stadium, Adelaide (AUS)",2021-11-27,1121,2021,men_200m,Men 200m,18.1,True
11788,20.64,1.8,Aidan MURPHY,2003-10-14,AUS,1h1,"SA Athletic Stadium, Adelaide (AUS)",2022-02-20,1121,2022,men_200m,Men 200m,18.4,True
11788,20.64,-0.6,Sinesipho DAMBILE,2002-03-02,RSA,1,"Bestmed Tuks Stadium, Pretoria (RSA)",2022-03-11,1124,2022,men_200m,Men 200m,20.0,True
11788,20.64,2.0,Jerod ELCOCK,1998-07-30,TTO,2f7,"BG Products Veterans Sports Complex, El Dorado, KS (USA)",2022-04-16,1121,2022,men_200m,Men 200m,23.7,True
11788,20.64,0.2,Zachary JEWELL,,USA,1f1,"Sam Bailey Track Stadium, Tuscaloosa, AL (USA)",2022-04-23,1121,2022,men_200m,Men 200m,,True
11788,20.64,-0.4,Reona MIURA,2000-05-10,JPN,6f1,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",2022-05-03,1123,2022,men_200m,Men 200m,22.0,True
11788,20.64,1.3,Reona MIURA,2000-05-10,JPN,3h1,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",2022-05-03,1121,2022,men_200m,Men 200m,22.0,True
11788,20.64,0.1,Connor WASHINGTON,,USA,1f2,"John McDonnell Field, Fayetteville, AR (USA)",2022-05-06,1121,2022,men_200m,Men 200m,,True
11788,20.64,0.9,Laurenz COLBERT,2003-06-25,USA,2h1,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",2022-05-14,1121,2022,men_200m,Men 200m,18.9,True
11788,20.64,1.9,Bervensky PIERRE,,USA,2,"Cajuns Track and Soccer Facility, University of Louisiana, Lafayette, LA (USA)",2022-05-14,1121,2022,men_200m,Men 200m,,True
11788,20.64,-0.3,Chituru ALI,1999-04-06,ITA,2f2,"Stadio Zecchini, Grosseto (ITA)",2022-05-22,1122,2022,men_200m,Men 200m,23.1,True
11788,20.64,2.0,Demarius SMITH,,USA,3pr2,"John McDonnell Field, Fayetteville, AR (USA)",2022-05-25,1121,2022,men_200m,Men 200m,,True
11788,20.64,0.6,Antonio MITCHELL II,,USA,2pr5,"Billy Hayes T& F Complex, Bloomington, IN (USA)",2022-05-25,1121,2022,men_200m,Men 200m,,True
11788,20.64,0.6,Owen ANSAH,2000-11-28,GER,1f1,"Sepp-Herberger-Stadion, Weinheim (GER)",2022-05-28,1121,2022,men_200m,Men 200m,21.5,True
11788,20.64,0.0,James ADEBOLA,2002-01-26,GER,1f1,"Universitätsstadion Am Biopark, Regensburg (GER)",2022-06-04,1121,2022,men_200m,Men 200m,20.4,True
11788,20.64,-0.3,Dorian CAMEL,1999-03-03,USA,7sf1,"Hayward Field, Eugene, OR (USA)",2022-06-08,1122,2022,men_200m,Men 200m,23.3,True
11788,20.64,0.4,Ismael KONE,2000-11-06,CIV,6sf2,"Hayward Field, Eugene, OR (USA)",2022-06-08,1121,2022,men_200m,Men 200m,21.6,True
11788,20.64,0.8,Ryota SUZUKI,1999-06-25,JPN,1h2,"Yanmar Stadium Nagai, Osaka (JPN)",2022-06-11,1121,2022,men_200m,Men 200m,23.0,True
11788,20.64,1.7,Ryota SUZUKI,1999-06-25,JPN,3,"Yanmar Stadium Nagai, Osaka (JPN)",2022-06-12,1121,2022,men_200m,Men 200m,23.0,True
11788,20.64,0.4,Lucas RODRIGUES DA SILVA,2001-07-05,BRA,1,Rio de Janeiro (BRA),2022-06-25,1121,2022,men_200m,Men 200m,21.0,True
11788,20.64,0.5,Mario HESLOP,1999-10-17,JAM,4,"National Stadium, Kingston (JAM)",2022-06-26,1121,2022,men_200m,Men 200m,22.7,True
11788,20.64,0.2,Diego Aldo PETTOROSSI,1997-01-13,ITA,1h1,"Stadio Guidobaldi, Rieti (ITA)",2022-06-26,1121,2022,men_200m,Men 200m,25.4,True
11788,20.64,0.1,Benjamin Lobo VEDEL,1997-09-23,DEN,2,"Skovdalen Stadion, Aalborg (DEN)",2022-06-26,1121,2022,men_200m,Men 200m,24.8,True
11788,20.64,0.0,Erick Joel SÁNCHEZ,1997-08-26,DOM,2,Valledupar (COL),2022-07-03,1121,2022,men_200m,Men 200m,24.9,True
11788,20.64,0.0,Gary Noa Jerrel BIBI,2000-08-21,MRI,1h2,"Stadium Municipal, Albi (FRA)",2022-07-10,1121,2022,men_200m,Men 200m,21.9,True
11788,20.64,-1.0,Brandon MILLER,2003-06-27,USA,5,"Pascual Guerrero Stadium, Cali (COL)",2022-08-04,1127,2022,men_200m,Men 200m,19.1,True
11788,20.64,0.8,Anthony PESELA,2002-06-09,BOT,1f8,"National Stadium, Gaborone (BOT)",2023-03-04,1121,2023,men_200m,Men 200m,20.7,True
11788,20.64,0.4,Dario MATAU,2002-02-19,RSA,1f9,"Paul Derr TF Facility, Raleigh, NC (USA)",2023-03-25,1121,2023,men_200m,Men 200m,21.1,True
11788,20.64,-0.2,Matthew BOLING,2000-06-20,USA,4f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-04-29,1122,2023,men_200m,Men 200m,22.9,True
11788,20.64,0.2,Lucas CARVALHO,1993-07-16,BRA,2,"CNDA, Bragança Paulista (BRA)",2023-05-07,1121,2023,men_200m,Men 200m,29.8,True
11788,20.64,0.8,Marcellus MOORE,2002-06-30,USA,4h2,"John Jacobs Track Complex, Norman, OK (USA)",2023-05-13,1121,2023,men_200m,Men 200m,20.9,True
11788,20.64,0.3,Hugo CERRA,2003-05-21,FRA,1f2,"Stade Pierre Paul Bernard, Talence (FRA)",2023-05-21,1121,2023,men_200m,Men 200m,20.0,True
11788,20.64,1.0,Mouhamadou FALL,1992-02-25,FRA,1f1,"Stade Nelson Mandela, Sarcelles (FRA)",2023-06-04,1121,2023,men_200m,Men 200m,31.3,True
12210,20.65,-1.6,Benjamin RICHARDSON,2003-12-19,RSA,1h2,"Bestmed Tuks Stadium, Pretoria (RSA)",2021-03-26,1129,2021,men_200m,Men 200m,17.3,True
12210,20.65,1.4,Kahmari MONTGOMERY,1997-08-16,USA,5,"Mike A. Myers Stadium, Austin, TX (USA)",2021-03-27,1120,2021,men_200m,Men 200m,23.6,True
12210,20.65,0.1,Chederick VAN WYK,1995-02-18,RSA,1f4,"McArthur Stadium, Potchefstroom (RSA)",2021-05-06,1120,2021,men_200m,Men 200m,26.2,True
12210,20.65,1.8,Dedrick VANOVER,,USA,2h1,"Cushing Stadium, College Station, TX (USA)",2021-05-13,1120,2021,men_200m,Men 200m,,True
12210,20.65,0.4,Benjamin RICHARDSON,2003-12-19,RSA,2f5,"Bestmed Tuks Stadium, Pretoria (RSA)",2021-06-19,1120,2021,men_200m,Men 200m,17.5,True
12210,20.65,1.3,Pol RETAMAL,1999-03-16,ESP,1,Nerja (ESP),2021-06-20,1120,2021,men_200m,Men 200m,22.3,True
12210,20.65,1.2,Jerome BLAKE,1995-08-18,CAN,8f1,"Bregyó Athletic Center, Székesfehérvár (HUN)",2021-07-06,1120,2021,men_200m,Men 200m,25.9,True
12210,20.65,0.9,Emmanuel ESEME,1993-08-17,CMR,4h2,"National Stadium, Tokyo (JPN)",2021-08-03,1120,2021,men_200m,Men 200m,28.0,True
12210,20.65,0.4,Julian FORTE,1993-01-07,JAM,7h7,"National Stadium, Tokyo (JPN)",2021-08-03,1120,2021,men_200m,Men 200m,28.6,True
12210,20.65,1.7,Wilbert LONDON,1997-08-17,USA,2f7,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",2022-04-02,1120,2022,men_200m,Men 200m,24.6,True
12210,20.65,1.3,Devon ALLEN,1994-12-12,USA,1f1,"U.S. Naval Academy, Annapolis, MD (USA)",2022-04-23,1120,2022,men_200m,Men 200m,27.4,True
12210,20.65,0.0,Isaac MAKWALA,1985-09-24,BOT,3,"National Stadium, Gaborone (BOT)",2022-04-30,1120,2022,men_200m,Men 200m,36.6,True
12210,20.65,0.6,Jelani WALKER,1998-06-10,JAM,3f2,"National Training Center, Clermont, FL (USA)",2022-05-01,1120,2022,men_200m,Men 200m,23.9,True
12210,20.65,-0.3,Jacob SMITH,,USA,4h4,"Ole Miss T&F Complex, Oxford, MS (USA)",2022-05-12,1121,2022,men_200m,Men 200m,,True
12210,20.65,0.8,Demar FRANCIS,2001-01-25,JAM,1,"Oral Roberts Oneok Sport Complex, Tulsa, OK (USA)",2022-05-14,1120,2022,men_200m,Men 200m,21.3,True
12210,20.65,0.0,Justin ROBINSON,2002-03-30,USA,4,"Hayward Field, Eugene, OR (USA)",2022-05-15,1120,2022,men_200m,Men 200m,20.1,True
12210,20.65,1.0,Tinotenda MATIYENGA,1999-07-09,ZIM,3pr4,"John McDonnell Field, Fayetteville, AR (USA)",2022-05-25,1120,2022,men_200m,Men 200m,22.9,True
12210,20.65,0.1,Zachary SHINNICK,1999-02-08,USA,4h2,"John McDonnell Field, Fayetteville, AR (USA)",2022-05-27,1120,2022,men_200m,Men 200m,23.3,True
12210,20.65,-2.0,Reynier MENA,1996-11-21,CUB,1f1,Salamanca (ESP),2022-06-04,1132,2022,men_200m,Men 200m,25.5,True
12210,20.65,0.1,Ian KERR,1996-05-01,BAH,1f2,"Powder Springs, GA (USA)",2022-06-05,1120,2022,men_200m,Men 200m,26.1,True
12210,20.65,-0.4,Rasheed DWYER,1989-01-29,JAM,1f2,"National Stadium, Kingston (JAM)",2022-06-11,1122,2022,men_200m,Men 200m,33.4,True
12210,20.65,1.9,Jeriel QUAINOO,2003-04-17,GBR,1f4,"Stratford Community Track, London (GBR)",2022-06-11,1120,2022,men_200m,Men 200m,19.2,True
12210,20.65,0.4,Jan JIRKA,1993-10-05,CZE,1f1,"Mestský Stadion Sletište, Kladno (CZE)",2022-06-14,1120,2022,men_200m,Men 200m,28.7,True
12210,20.65,-0.3,Mike Mokamba NYANG'AU,1996-08-28,KEN,1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2022-06-24,1121,2022,men_200m,Men 200m,25.8,True
12210,20.65,-0.9,Ryan ZEZE,1998-01-29,FRA,2h2,"Stade Helitas, Caen (FRA)",2022-06-26,1125,2022,men_200m,Men 200m,24.4,True
12210,20.65,0.8,Diego Aldo PETTOROSSI,1997-01-13,ITA,2,"Stade Complexe Olympique, Oran (ALG)",2022-07-03,1120,2022,men_200m,Men 200m,25.5,True
12210,20.65,1.0,Erick Joel SÁNCHEZ,1997-08-26,DOM,1h1,Valledupar (COL),2022-07-03,1120,2022,men_200m,Men 200m,24.9,True
12210,20.65,-2.1,Guy MAGANGA GORRA,1993-03-18,GAB,1f1,"Stade de La Gauthière, Clermont-Ferrand (FRA)",2022-07-03,1132,2022,men_200m,Men 200m,29.3,True
12210,20.65,1.8,Ian KERR,1996-05-01,BAH,2f2,"Munster Technological University Track, Cork (IRL)",2022-07-05,1120,2022,men_200m,Men 200m,26.2,True
12210,20.65,1.3,Maxime LANCELOT,2000-08-02,FRA,2,"Stadium Municipal, Albi (FRA)",2022-07-10,1120,2022,men_200m,Men 200m,21.9,True
12210,20.65,0.4,Oshane BAILEY,1989-09-08,JAM,2f1,"Stedelijke Atletiekpiste, Ninove (BEL)",2022-07-16,1120,2022,men_200m,Men 200m,32.9,True
12210,20.65,-0.3,Lucas VILAR,2001-03-10,BRA,6h7,"Hayward Field, Eugene, OR (USA)",2022-07-18,1121,2022,men_200m,Men 200m,21.4,True
12210,20.65,1.1,Guy MAGANGA GORRA,1993-03-18,GAB,8sf2,"Hayward Field, Eugene, OR (USA)",2022-07-19,1120,2022,men_200m,Men 200m,29.3,True
12210,20.65,0.4,Gediminas TRUSKAUSKAS,1998-01-02,LTU,1,"Jāņa Daliņa Stadium, Valmiera (LAT)",2022-07-30,1120,2022,men_200m,Men 200m,24.6,True
12210,20.65,1.1,Brendon RODNEY,1992-04-09,CAN,5,"Alexander Stadium, Birmingham (GBR)",2022-08-06,1120,2022,men_200m,Men 200m,30.3,True
12210,20.65,0.4,Xin GUAN,2001-12-02,CHN,1h10,"Sichuan Xipu Training Base, Chengdu (CHN)",2022-08-06,1120,2022,men_200m,Men 200m,20.7,True
12210,20.65,0.3,Diego Aldo PETTOROSSI,1997-01-13,ITA,2h3,"Olympiastadion, München (GER)",2022-08-18,1120,2022,men_200m,Men 200m,25.6,True
12210,20.65,0.0,Gediminas TRUSKAUSKAS,1998-01-02,LTU,2,"Lantos Mihály Sportközpont, Budapest (HUN)",2022-09-02,1120,2022,men_200m,Men 200m,24.7,True
12210,20.65,1.8,Matthew MOORER,2000-02-16,USA,3f7,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",2023-03-24,1120,2023,men_200m,Men 200m,23.1,True
12210,20.65,0.5,Aruna DHARSHANA,1999-01-19,SRI,1,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",2023-03-30,1120,2023,men_200m,Men 200m,24.2,True
12210,20.65,2.0,Jeremiah WALKER,,USA,1f1,"Veterans Memorial Stadium, Clovis, CA (USA)",2023-03-31,1120,2023,men_200m,Men 200m,,True
12210,20.65,2.0,Felipe BARDI,1998-10-08,BRA,1f2,"Centro de Treinamento Paralímpico Brasileiro, São Paulo (BRA)",2023-04-15,1120,2023,men_200m,Men 200m,24.5,True
12210,20.65,-2.4,Makanakaishe CHARAMBA,2001-12-20,ZIM,1f1,"Geroge C. Griffin Track, Atlanta, GA (USA)",2023-04-22,1134,2023,men_200m,Men 200m,21.3,True
12210,20.65,-0.5,Daniel STOKES,1997-08-20,MEX,1h1,"Macrocentro Deportivo León, León (MEX)",2023-04-29,1123,2023,men_200m,Men 200m,25.7,True
12210,20.65,0.3,Michael NORMAN,1997-12-03,USA,8,"Suhaim bin Hamad Stadium, Doha (QAT)",2023-05-05,1120,2023,men_200m,Men 200m,25.4,True
12210,20.65,0.2,Toby HARRIES,1998-09-30,GBR,1f1,"DSC Athletics Track, Dubai (UAE)",2023-05-12,1120,2023,men_200m,Men 200m,24.6,True
12210,20.65,1.1,John RUTLEDGE,,USA,4,"John Jacobs Track Complex, Norman, OK (USA)",2023-05-14,1120,2023,men_200m,Men 200m,,True
12210,20.65,0.2,Kotaro YAMAJI,2000-07-26,JPN,2f2,"Kanseki Stadium, Utsunomiya (JPN)",2023-05-20,1120,2023,men_200m,Men 200m,22.8,True
12210,20.65,0.5,Raphael BOUJU,2002-05-15,NED,1f2,"Putbosstadion, Oordegem (BEL)",2023-05-27,1120,2023,men_200m,Men 200m,21.0,True
12210,20.65,1.3,Duke KUALI,1998-05-26,RSA,1f4,"DP de Villiers Stadium, Sasolburg (RSA)",2023-05-27,1120,2023,men_200m,Men 200m,25.0,True
12210,20.65,-0.4,Kento MATSUI,2002-09-09,JPN,1,"Yanmar Stadium Nagai, Osaka (JPN)",2023-05-27,1122,2023,men_200m,Men 200m,20.7,True
12210,20.65,0.7,William REAIS,1999-05-04,SUI,1f1,"Stadion Trinermatten, Zofingen (SUI)",2023-05-27,1120,2023,men_200m,Men 200m,24.1,True
12210,20.65,0.6,Guy MAGANGA GORRA,1993-03-18,GAB,2f2,"Stade L. Achille, Fort-de-France (FRA)",2023-05-27,1120,2023,men_200m,Men 200m,30.2,True
12210,20.65,0.3,Brendon RODNEY,1992-04-09,CAN,4,"National Stadium, Kingston (JAM)",2023-06-03,1120,2023,men_200m,Men 200m,31.1,True
12210,20.65,1.8,Cesar ALMIRON,2001-08-06,PAR,1f1,Concepción del Uruguay (ARG),2023-06-11,1120,2023,men_200m,Men 200m,21.8,True
12210,20.65,0.6,Mouhamadou FALL,1992-02-25,FRA,7,"Bislett Stadion, Oslo (NOR)",2023-06-15,1120,2023,men_200m,Men 200m,31.3,True
12210,20.65,0.4,Ján VOLKO,1996-11-02,SVK,3,"Mestský Stadion, Ostrava (CZE)",2023-06-27,1120,2023,men_200m,Men 200m,26.6,True
12660,20.66,1.5,Abdelaziz MOHAMED,2001-10-20,QAT,1f1,"Bestmed Tuks Stadium, Pretoria (RSA)",2021-02-27,1118,2021,men_200m,Men 200m,19.4,True
12660,20.66,0.1,Shaun MASWANGANYI,2001-02-01,RSA,1h7,"Mike A. Myers Stadium, Austin, TX (USA)",2021-03-25,1118,2021,men_200m,Men 200m,20.1,True
12660,20.66,-0.2,Jacoby MCNAMARA,,USA,2f1,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",2021-05-01,1119,2021,men_200m,Men 200m,,True
12660,20.66,1.9,Jack MARSHALL,,USA,1f1,"Elmer Gray Stadium, Abilene, TX (USA)",2021-05-09,1118,2021,men_200m,Men 200m,,True
12660,20.66,0.8,Antoine EVANS,,USA,3,"Texan Track & Field Complex, Levelland, TX (USA)",2021-05-13,1118,2021,men_200m,Men 200m,,True
12660,20.66,1.7,Lance BROOME,,USA,6,"Cushing Stadium, College Station, TX (USA)",2021-05-15,1118,2021,men_200m,Men 200m,,True
12660,20.66,1.0,Owen ANSAH,2000-11-28,GER,1f1,"Michael-Hoffmann-Stadion, Mannheim (GER)",2021-05-15,1118,2021,men_200m,Men 200m,20.5,True
12660,20.66,0.9,Jacoby MCNAMARA,,USA,5h2,"Cushing Stadium, College Station, TX (USA)",2021-05-29,1118,2021,men_200m,Men 200m,,True
12660,20.66,1.1,Jak Ali HARVEY,1989-05-04,TUR,1h16,"Atıcılar Atletizm Sahası, Bursa (TUR)",2021-06-05,1118,2021,men_200m,Men 200m,32.1,True
12660,20.66,1.8,Evan MILLER,2000-08-29,USA,1f1,"Bolles HS Track, Jacksonville, FL (USA)",2021-06-12,1118,2021,men_200m,Men 200m,20.8,True
12660,20.66,0.5,Antonio WATSON,2001-09-11,JAM,6,"National Stadium, Kingston (JAM)",2021-06-27,1118,2021,men_200m,Men 200m,19.8,True
12660,20.66,0.7,Jak Ali HARVEY,1989-05-04,TUR,2f3,"Atletski stadion, Smederevo (SRB)",2021-06-27,1118,2021,men_200m,Men 200m,32.1,True
12660,20.66,-0.7,Vladislav DORONIN,2000-06-26,RUS,1,"Stadium Desna, Bryansk (RUS)",2021-07-18,1122,2021,men_200m,Men 200m,21.1,True
