Rank,Mark,athlete_name,dob,country,pos,venue,date,results_score,year,discipline_key,discipline_label,wind,age,wind_legal
4153,55.44,Portia BING,1993-04-17,NZL,1,"Hawkes Bay Sports Park, Hastings (NZL)",2022-03-05,1159,2022,women_400h,Women 400m Hurdles,,28.9,True
4153,55.44,Masai RUSSELL,2000-06-17,USA,3,"Ole Miss T&F Complex, Oxford, MS (USA)",2022-05-14,1159,2022,women_400h,Women 400m Hurdles,,21.9,True
4153,55.44,Sarah CARLI,1994-09-05,AUS,1,"SOPAC, Sydney (AUS)",2023-03-11,1159,2023,women_400h,Women 400m Hurdles,,28.5,True
4153,55.44,Cathelijn PEETERS,1996-11-06,NED,3f1,"Putbosstadion, Oordegem (BEL)",2023-05-27,1159,2023,women_400h,Women 400m Hurdles,,26.6,True
4153,55.44,Nikoleta JÍCHOVÁ,2000-08-29,CZE,6f1,"Stadion Śląski, Chorzów (POL)",2023-06-24,1159,2023,women_400h,Women 400m Hurdles,,22.8,True
4190,55.45,Janieve RUSSELL,1993-11-14,JAM,1,"GC Foster College, Spanish Town (JAM)",2021-05-08,1159,2021,women_400h,Women 400m Hurdles,,27.5,True
4190,55.45,Emma ZAPLETALOVÁ,2000-03-24,SVK,2,"x-bionic sphere, Šamorín (SVK)",2021-06-02,1159,2021,women_400h,Women 400m Hurdles,,21.2,True
4190,55.45,Melissa GONZALEZ,1994-06-24,COL,2,"Marietta HS, Marietta, GA (USA)",2021-07-09,1159,2021,women_400h,Women 400m Hurdles,,27.0,True
4190,55.45,Janieve RUSSELL,1993-11-14,JAM,3,"Sports Park Mladost, Zagreb (CRO)",2021-09-14,1159,2021,women_400h,Women 400m Hurdles,,27.8,True
4190,55.45,Paulien COUCKUYT,1997-05-19,BEL,1f2,"Stadion De Veen, Heusden-Zolder (BEL)",2022-07-02,1159,2022,women_400h,Women 400m Hurdles,,25.1,True
4241,55.46,Sage WATSON,1994-06-20,CAN,1f1,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",2021-05-01,1158,2021,women_400h,Women 400m Hurdles,,26.9,True
4241,55.46,Lea SPRUNGER,1990-03-05,SUI,6,"Bislett Stadion, Oslo (NOR)",2021-07-01,1158,2021,women_400h,Women 400m Hurdles,,31.3,True
4241,55.46,Jessie KNIGHT,1994-06-15,GBR,1f1,"Track Coulsdon, Coulsdon (GBR)",2022-04-30,1158,2022,women_400h,Women 400m Hurdles,,27.9,True
4286,55.47,Sage WATSON,1994-06-20,CAN,4f2,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-31,1158,2021,women_400h,Women 400m Hurdles,,26.9,True
4286,55.47,Lauren HOFFMAN,1999-03-30,USA,2sf2,"Hayward Field, Eugene, OR (USA)",2022-06-09,1158,2022,women_400h,Women 400m Hurdles,,23.2,True
4317,55.48,Hayley MCLEAN,1994-09-09,GBR,3f1,"Putbosstadion, Oordegem (BEL)",2022-05-28,1158,2022,women_400h,Women 400m Hurdles,,27.7,True
4317,55.48,Anna COCKRELL,1997-08-28,USA,5f1,"Vanderbilt Track, Nashville, TN (USA)",2022-06-05,1158,2022,women_400h,Women 400m Hurdles,,24.8,True
4317,55.48,Jessie KNIGHT,1994-06-15,GBR,4h3,"Hayward Field, Eugene, OR (USA)",2022-07-19,1158,2022,women_400h,Women 400m Hurdles,,28.1,True
4317,55.48,Nikoleta JÍCHOVÁ,2000-08-29,CZE,5sf2,"Olympiastadion, München (GER)",2022-08-18,1158,2022,women_400h,Women 400m Hurdles,,22.0,True
4317,55.48,Yasmin GIGER,1999-11-06,SUI,2f1,"Stadion Schützenmatte, Basel (SUI)",2023-05-29,1158,2023,women_400h,Women 400m Hurdles,,23.6,True
4353,55.49,Emma ZAPLETALOVÁ,2000-03-24,SVK,1,"Mestský atletický štadión, Trnava (SVK)",2021-06-27,1157,2021,women_400h,Women 400m Hurdles,,21.3,True
4353,55.49,Gianna WOODRUFF,1993-11-18,PAN,2h3,"National Stadium, Tokyo (JPN)",2021-07-31,1157,2021,women_400h,Women 400m Hurdles,,27.7,True
4353,55.49,Shamier LITTLE,1995-03-20,USA,2,"John McDonnell Field, Fayetteville, AR (USA)",2022-05-06,1157,2022,women_400h,Women 400m Hurdles,,27.1,True
4353,55.49,Hanne CLAES,1991-08-04,BEL,5,"Stadio Colbachini, Padova (ITA)",2022-09-04,1157,2022,women_400h,Women 400m Hurdles,,31.1,True
4390,55.5,Portia BING,1993-04-17,NZL,1,"Douglas Track & Field, Auckland (NZL)",2022-02-20,1157,2022,women_400h,Women 400m Hurdles,,28.8,True
4390,55.5,Anna COCKRELL,1997-08-28,USA,1f4,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",2022-04-22,1157,2022,women_400h,Women 400m Hurdles,,24.6,True
4390,55.5,Jessie KNIGHT,1994-06-15,GBR,6,"Alexander Stadium, Birmingham (GBR)",2022-05-21,1157,2022,women_400h,Women 400m Hurdles,,27.9,True
4390,55.5,Shamier LITTLE,1995-03-20,USA,1h3,"Hayward Field, Eugene, OR (USA)",2022-06-23,1157,2022,women_400h,Women 400m Hurdles,,27.3,True
4390,55.5,Brooke OVERHOLT,2000-04-02,CAN,4,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-10,1157,2023,women_400h,Women 400m Hurdles,,23.2,True
4428,55.51,Wenda NEL,1988-07-30,RSA,1,"McArthur Stadium, Potchefstroom (RSA)",2021-04-29,1157,2021,women_400h,Women 400m Hurdles,,32.7,True
4428,55.51,Dalilah MUHAMMAD,1990-02-07,USA,1h4,"Hayward Field, Eugene, OR (USA)",2021-06-25,1157,2021,women_400h,Women 400m Hurdles,,31.4,True
4428,55.51,Sage WATSON,1994-06-20,CAN,5sf1,"National Stadium, Tokyo (JPN)",2021-08-02,1157,2021,women_400h,Women 400m Hurdles,,27.1,True
4428,55.51,Tia-Adana BELLE,1996-06-15,BAR,1f2,"Vanderbilt Track, Nashville, TN (USA)",2023-06-03,1157,2023,women_400h,Women 400m Hurdles,,27.0,True
4473,55.52,Ashley SPENCER,1993-06-08,USA,2,"Drake Stadium, Des Moines, IA (USA)",2021-04-24,1156,2021,women_400h,Women 400m Hurdles,,27.9,True
4473,55.52,Sara Slott PETERSEN,1987-04-09,DEN,3h3,"National Stadium, Tokyo (JPN)",2021-07-31,1156,2021,women_400h,Women 400m Hurdles,,34.3,True
4473,55.52,Anna COCKRELL,1997-08-28,USA,1,"Drake Stadium, Des Moines, IA (USA)",2023-04-29,1156,2023,women_400h,Women 400m Hurdles,,25.7,True
4507,55.53,Portia BING,1993-04-17,NZL,6sf1,"Hayward Field, Eugene, OR (USA)",2022-07-20,1156,2022,women_400h,Women 400m Hurdles,,29.3,True
4507,55.53,Anna RYZHYKOVA,1989-11-24,UKR,7,"Bislett Stadion, Oslo (NOR)",2023-06-15,1156,2023,women_400h,Women 400m Hurdles,,33.6,True
4557,55.54,Linda OLIVIERI,1998-07-14,ITA,2,"Stadio Quercia, Rovereto (ITA)",2021-06-27,1156,2021,women_400h,Women 400m Hurdles,,23.0,True
4557,55.54,Sage WATSON,1994-06-20,CAN,4h1,"National Stadium, Tokyo (JPN)",2021-07-31,1156,2021,women_400h,Women 400m Hurdles,,27.1,True
4557,55.54,Linda OLIVIERI,1998-07-14,ITA,4h2,"National Stadium, Tokyo (JPN)",2021-07-31,1156,2021,women_400h,Women 400m Hurdles,,23.0,True
4557,55.54,Portia BING,1993-04-17,NZL,1,"SOPAC, Sydney (AUS)",2022-03-12,1156,2022,women_400h,Women 400m Hurdles,,28.9,True
4557,55.54,Grace CLAXTON,1993-08-19,PUR,3,"Centre sportif Bout-du-Monde, Genève (SUI)",2022-06-11,1156,2022,women_400h,Women 400m Hurdles,,28.8,True
4557,55.54,Anna COCKRELL,1997-08-28,USA,2sf2,"Hayward Field, Eugene, OR (USA)",2022-06-24,1156,2022,women_400h,Women 400m Hurdles,,24.8,True
4595,55.55,Sara Slott PETERSEN,1987-04-09,DEN,5,"FBK Stadium, Hengelo (NED)",2021-06-06,1156,2021,women_400h,Women 400m Hurdles,,34.2,True
4595,55.55,Carolina KRAFZIK,1995-03-27,GER,1,"Stadion Allmend, Luzern (SUI)",2021-06-29,1156,2021,women_400h,Women 400m Hurdles,,26.3,True
4595,55.55,Ronda WHYTE,1990-11-06,JAM,2,"National Stadium, Kingston (JAM)",2023-06-03,1156,2023,women_400h,Women 400m Hurdles,,32.6,True
4595,55.55,Jiadie MO,2000-01-06,CHN,1,"Olympic Center, Shenyang (CHN)",2023-06-28,1156,2023,women_400h,Women 400m Hurdles,,23.5,True
4641,55.56,Wenda NEL,1988-07-30,RSA,4,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",2021-08-14,1155,2021,women_400h,Women 400m Hurdles,,33.0,True
4641,55.56,Ayomide FOLORUNSO,1996-10-17,ITA,4,"Sports Park Mladost, Zagreb (CRO)",2021-09-14,1155,2021,women_400h,Women 400m Hurdles,,24.9,True
4641,55.56,Sara GALLEGO,2000-10-11,ESP,2,La Nucia (ESP),2022-05-21,1155,2022,women_400h,Women 400m Hurdles,,21.6,True
4641,55.56,Shiann SALMON,1999-03-31,JAM,3,"National Sports Centre, Devonshire (BER)",2023-05-21,1155,2023,women_400h,Women 400m Hurdles,,24.1,True
4641,55.56,Ronda WHYTE,1990-11-06,JAM,4,"National Sports Centre, Devonshire (BER)",2023-05-21,1155,2023,women_400h,Women 400m Hurdles,,32.5,True
4641,55.56,Noura ENNADI,1999-04-05,MAR,4,"Mestský Stadion, Ostrava (CZE)",2023-06-27,1155,2023,women_400h,Women 400m Hurdles,,24.2,True
4692,55.57,Kiah SEYMOUR,1994-01-11,USA,2f1,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-04-29,1155,2021,women_400h,Women 400m Hurdles,,27.3,True
4692,55.57,Ronda WHYTE,1990-11-06,JAM,1,"Trabuco Hills HS, Mission Viejo, CA (USA)",2021-07-18,1155,2021,women_400h,Women 400m Hurdles,,30.7,True
4692,55.57,Yadisleidis PEDROSO,1987-01-28,ITA,5h1,"National Stadium, Tokyo (JPN)",2021-07-31,1155,2021,women_400h,Women 400m Hurdles,,34.5,True
4692,55.57,Ronda WHYTE,1990-11-06,JAM,7,"Hayward Field, Eugene, OR (USA)",2021-08-21,1155,2021,women_400h,Women 400m Hurdles,,30.8,True
4692,55.57,Viivi LEHIKOINEN,1999-08-27,FIN,2f3,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",2022-07-03,1155,2022,women_400h,Women 400m Hurdles,,22.9,True
4692,55.57,Sarah CARLI,1994-09-05,AUS,7sf1,"Hayward Field, Eugene, OR (USA)",2022-07-20,1155,2022,women_400h,Women 400m Hurdles,,27.9,True
4692,55.57,Fatoumata Binta DIALLO,2000-04-06,POR,1f2,"Stadion Śląski, Chorzów (POL)",2023-06-24,1155,2023,women_400h,Women 400m Hurdles,,23.2,True
4743,55.58,Wenda NEL,1988-07-30,RSA,1h2,"Bestmed Tuks Stadium, Pretoria (RSA)",2021-04-15,1155,2021,women_400h,Women 400m Hurdles,,32.7,True
4743,55.58,Line KLOSTER,1990-02-27,NOR,1,"Romerike Friidrettsstadion, Lillestrøm (NOR)",2021-06-29,1155,2021,women_400h,Women 400m Hurdles,,31.3,True
4743,55.58,Jessie KNIGHT,1994-06-15,GBR,1,"Kingsmeadow Athletics Centre, Kingston-upon-Thames (GBR)",2022-05-15,1155,2022,women_400h,Women 400m Hurdles,,27.9,True
4743,55.58,Lauren HOFFMAN,1999-03-30,USA,3,"Hayward Field, Eugene, OR (USA)",2022-06-11,1155,2022,women_400h,Women 400m Hurdles,,23.2,True
4743,55.58,Viivi LEHIKOINEN,1999-08-27,FIN,6,"Olympiastadion, München (GER)",2022-08-19,1155,2022,women_400h,Women 400m Hurdles,,23.0,True
4743,55.58,Shani'a BELLAMY,2002-02-02,USA,5,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-10,1155,2023,women_400h,Women 400m Hurdles,,21.3,True
4797,55.59,Anna COCKRELL,1997-08-28,USA,1,"Drake Stadium, Los Angeles, CA (USA)",2021-05-02,1154,2021,women_400h,Women 400m Hurdles,,23.7,True
4797,55.59,Lina NIELSEN,1996-03-13,GBR,1,"Stadion Śląski, Chorzów (POL)",2021-05-29,1154,2021,women_400h,Women 400m Hurdles,,25.2,True
4797,55.59,Ronda WHYTE,1990-11-06,JAM,1f1,"Percy Beard Track, Gainesville, FL (USA)",2022-04-15,1154,2022,women_400h,Women 400m Hurdles,,31.4,True
4797,55.59,Vanessa WATSON,2001-10-28,USA,3,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-13,1154,2023,women_400h,Women 400m Hurdles,,21.5,True
4797,55.59,Lashanna GRAHAM,2000-09-25,JAM,6,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-10,1154,2023,women_400h,Women 400m Hurdles,,22.7,True
4841,55.6,Wenda NEL,1988-07-30,RSA,1,"Bestmed Tuks Stadium, Pretoria (RSA)",2021-04-17,1154,2021,women_400h,Women 400m Hurdles,,32.7,True
4841,55.6,Shamier LITTLE,1995-03-20,USA,3sf2,"Hayward Field, Eugene, OR (USA)",2022-06-24,1154,2022,women_400h,Women 400m Hurdles,,27.3,True
4895,55.61,Line KLOSTER,1990-02-27,NOR,1f2,"Estadio Vallehermoso, Madrid (ESP)",2021-06-19,1154,2021,women_400h,Women 400m Hurdles,,31.3,True
4895,55.61,Emma ZAPLETALOVÁ,2000-03-24,SVK,6,"Stade Charléty, Paris (FRA)",2021-08-28,1154,2021,women_400h,Women 400m Hurdles,,21.4,True
4895,55.61,Anna RYZHYKOVA,1989-11-24,UKR,2,"Centro Sportivo Fontanassa, Savona (ITA)",2022-05-18,1154,2022,women_400h,Women 400m Hurdles,,32.5,True
4895,55.61,Jiadie MO,2000-01-06,CHN,1f2,"Vanderbilt Track, Nashville, TN (USA)",2022-06-05,1154,2022,women_400h,Women 400m Hurdles,,22.4,True
4895,55.61,Shannon MEISBERGER,1999-07-27,USA,4sf1,"Hayward Field, Eugene, OR (USA)",2022-06-24,1154,2022,women_400h,Women 400m Hurdles,,22.9,True
4895,55.61,Lina NIELSEN,1996-03-13,GBR,6,"Paavo Nurmen Stadion, Turku (FIN)",2023-06-13,1154,2023,women_400h,Women 400m Hurdles,,27.2,True
4953,55.62,Sparkle MC KNIGHT,1991-12-21,TTO,3,"Marietta HS, Marietta, GA (USA)",2021-07-09,1153,2021,women_400h,Women 400m Hurdles,,29.5,True
4953,55.62,Anna RYZHYKOVA,1989-11-24,UKR,2,"FBK Stadium, Hengelo (NED)",2022-06-06,1153,2022,women_400h,Women 400m Hurdles,,32.5,True
4953,55.62,Hayley MCLEAN,1994-09-09,GBR,4,"Centre sportif Bout-du-Monde, Genève (SUI)",2022-06-11,1153,2022,women_400h,Women 400m Hurdles,,27.8,True
4953,55.62,Cassandra TATE,1990-09-11,USA,3,"Grand Bahama Sports Complex, Freeport (BAH)",2022-08-21,1153,2022,women_400h,Women 400m Hurdles,,31.9,True
4953,55.62,Cassandra TATE,1990-09-11,USA,3,"National Stadium, Kingston (JAM)",2023-06-03,1153,2023,women_400h,Women 400m Hurdles,,32.7,True
4953,55.62,Viktoriya TKACHUK,1994-11-08,UKR,4,"Estadio Iberoamericano, Huelva (ESP)",2023-06-06,1153,2023,women_400h,Women 400m Hurdles,,28.6,True
4953,55.62,Chastity PICKETT,,USA,2sf1,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-08,1153,2023,women_400h,Women 400m Hurdles,,,True
5006,55.63,Wenda NEL,1988-07-30,RSA,1,"Bestmed Tuks Stadium, Pretoria (RSA)",2021-05-22,1153,2021,women_400h,Women 400m Hurdles,,32.8,True
5006,55.63,Linda OLIVIERI,1998-07-14,ITA,6,"Stadio Luigi Ridolfi, Firenze (ITA)",2021-06-10,1153,2021,women_400h,Women 400m Hurdles,,22.9,True
5006,55.63,Melissa GONZALEZ,1994-06-24,COL,5,"Sports Park Mladost, Zagreb (CRO)",2021-09-14,1153,2021,women_400h,Women 400m Hurdles,,27.2,True
5006,55.63,Ashley SPENCER,1993-06-08,USA,1f1,"Estadio Francisco Montaner, Ponce (PUR)",2022-05-12,1153,2022,women_400h,Women 400m Hurdles,,28.9,True
5006,55.63,Jessica TURNER,1995-08-08,GBR,1,"Stadion Juliska, Praha (CZE)",2022-06-06,1153,2022,women_400h,Women 400m Hurdles,,26.8,True
5006,55.63,Line KLOSTER,1990-02-27,NOR,3sf1,"Olympiastadion, München (GER)",2022-08-18,1153,2022,women_400h,Women 400m Hurdles,,32.5,True
5063,55.64,Vanessa WATSON,2001-10-28,USA,1h3,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-11,1153,2023,women_400h,Women 400m Hurdles,,21.5,True
5108,55.65,Anna COCKRELL,1997-08-28,USA,1f1,"Percy Beard Track, Gainesville, FL (USA)",2021-04-02,1152,2021,women_400h,Women 400m Hurdles,,23.6,True
5108,55.65,Ronda WHYTE,1990-11-06,JAM,2,"Ansin Sports Complex, Miramar, FL (USA)",2021-06-05,1152,2021,women_400h,Women 400m Hurdles,,30.6,True
5108,55.65,Amalie IUEL,1994-04-17,NOR,6h1,"National Stadium, Tokyo (JPN)",2021-07-31,1152,2021,women_400h,Women 400m Hurdles,,27.3,True
5108,55.65,Cassandra TATE,1990-09-11,USA,1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2022-04-30,1152,2022,women_400h,Women 400m Hurdles,,31.6,True
5155,55.66,Deonca BOOKMAN,1995-10-29,USA,4sf1,"Hayward Field, Eugene, OR (USA)",2021-06-26,1152,2021,women_400h,Women 400m Hurdles,,25.7,True
5155,55.66,Grace CLAXTON,1993-08-19,PUR,3,La Nucia (ESP),2022-05-21,1152,2022,women_400h,Women 400m Hurdles,,28.8,True
5155,55.66,Masai RUSSELL,2000-06-17,USA,6,"Hayward Field, Eugene, OR (USA)",2022-06-25,1152,2022,women_400h,Women 400m Hurdles,,22.0,True
5155,55.66,Sarah CARLI,1994-09-05,AUS,1,"Stade Naimette-Xhovémont, Liège (BEL)",2022-06-29,1152,2022,women_400h,Women 400m Hurdles,,27.8,True
5155,55.66,Noura ENNADI,1999-04-05,MAR,1f2,"Centre sportif Bout-du-Monde, Genève (SUI)",2023-06-10,1152,2023,women_400h,Women 400m Hurdles,,24.2,True
5196,55.67,Viivi LEHIKOINEN,1999-08-27,FIN,5h2,"National Stadium, Tokyo (JPN)",2021-07-31,1152,2021,women_400h,Women 400m Hurdles,,21.9,True
5196,55.67,Joanna LINKIEWICZ,1990-05-02,POL,5sf2,"National Stadium, Tokyo (JPN)",2021-08-02,1152,2021,women_400h,Women 400m Hurdles,,31.3,True
5196,55.67,Andrenette KNIGHT,1996-11-19,JAM,4,"Drake Stadium, Des Moines, IA (USA)",2022-04-30,1152,2022,women_400h,Women 400m Hurdles,,25.4,True
5196,55.67,Grace CLAXTON,1993-08-19,PUR,1,"Centro Sportivo G. Olmo-P. Ferro, Celle Ligure (ITA)",2022-06-14,1152,2022,women_400h,Women 400m Hurdles,,28.8,True
5196,55.67,Jessie KNIGHT,1994-06-15,GBR,4f1,"Putbosstadion, Oordegem (BEL)",2023-05-27,1152,2023,women_400h,Women 400m Hurdles,,28.9,True
5242,55.68,Zurian HECHAVARRÍA,1995-08-10,CUB,1,"Estadio Panamericano, La Habana (CUB)",2021-03-06,1152,2021,women_400h,Women 400m Hurdles,,25.6,True
5242,55.68,Melissa GONZALEZ,1994-06-24,COL,1,"Estadio Alberto Spencer Herrera, Guayaquil (ECU)",2021-05-31,1152,2021,women_400h,Women 400m Hurdles,,26.9,True
5242,55.68,Eleonora MARCHIANDO,1997-09-27,ITA,3f1,"Centre sportif Bout-du-Monde, Genève (SUI)",2021-06-12,1152,2021,women_400h,Women 400m Hurdles,,23.7,True
5242,55.68,Cassandra TATE,1990-09-11,USA,2f1,"Estadio Francisco Montaner, Ponce (PUR)",2022-05-12,1152,2022,women_400h,Women 400m Hurdles,,31.7,True
5242,55.68,Zurian HECHAVARRÍA,1995-08-10,CUB,4,La Nucia (ESP),2022-05-21,1152,2022,women_400h,Women 400m Hurdles,,26.8,True
5242,55.68,Amalie IUEL,1994-04-17,NOR,4,"Stadion Allmend, Luzern (SUI)",2022-08-30,1152,2022,women_400h,Women 400m Hurdles,,28.4,True
5290,55.69,Tia-Adana BELLE,1996-06-15,BAR,2h4,"National Stadium, Tokyo (JPN)",2021-07-31,1151,2021,women_400h,Women 400m Hurdles,,25.1,True
5290,55.69,Linda OLIVIERI,1998-07-14,ITA,2,"Stadio Zecchini, Grosseto (ITA)",2022-06-16,1151,2022,women_400h,Women 400m Hurdles,,23.9,True
5290,55.69,Eleonora MARCHIANDO,1997-09-27,ITA,3,"Stadio Guidobaldi, Rieti (ITA)",2022-06-26,1151,2022,women_400h,Women 400m Hurdles,,24.7,True
5290,55.69,Deshae WISE,,USA,1f1,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",2023-04-29,1151,2023,women_400h,Women 400m Hurdles,,,True
5290,55.69,Viktoriya TKACHUK,1994-11-08,UKR,6,"Stade Olympique de la Pontaise, Lausanne (SUI)",2023-06-30,1151,2023,women_400h,Women 400m Hurdles,,28.6,True
5343,55.7,Shannon MEISBERGER,1999-07-27,USA,2,"Hayward Field, Eugene, OR (USA)",2021-06-12,1151,2021,women_400h,Women 400m Hurdles,,21.9,True
5343,55.7,Chayenne DA SILVA,2000-02-05,BRA,1,"CNDA, Bragança Paulista (BRA)",2021-06-23,1151,2021,women_400h,Women 400m Hurdles,,21.4,True
5343,55.7,Savannah SUTHERLAND,2003-08-07,CAN,1sf3,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-08,1151,2023,women_400h,Women 400m Hurdles,,19.8,True
5396,55.71,Carolina KRAFZIK,1995-03-27,GER,2,"Stadion Śląski, Chorzów (POL)",2021-05-29,1151,2021,women_400h,Women 400m Hurdles,,26.2,True
5396,55.71,Thi Lan QUACH,1995-10-18,VIE,4h3,"National Stadium, Tokyo (JPN)",2021-07-31,1151,2021,women_400h,Women 400m Hurdles,,25.8,True
5396,55.71,Gianna WOODRUFF,1993-11-18,PAN,h2,"National Stadium, Kingston (JAM)",2022-06-23,1151,2022,women_400h,Women 400m Hurdles,,28.6,True
5453,55.72,Portia BING,1993-04-17,NZL,5h2,"Hayward Field, Eugene, OR (USA)",2022-07-19,1150,2022,women_400h,Women 400m Hurdles,,29.3,True
5453,55.72,Rebecca SARTORI,1997-05-22,ITA,5h3,"Hayward Field, Eugene, OR (USA)",2022-07-19,1150,2022,women_400h,Women 400m Hurdles,,25.2,True
5453,55.72,Dalilah MUHAMMAD,1990-02-07,USA,5,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2023-05-28,1150,2023,women_400h,Women 400m Hurdles,,33.3,True
5494,55.73,Melissa GONZALEZ,1994-06-24,COL,1,Ibagué (COL),2021-04-24,1150,2021,women_400h,Women 400m Hurdles,,26.8,True
5494,55.73,Cara Nnenya HAILEY,1994-02-23,USA,5f2,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-31,1150,2021,women_400h,Women 400m Hurdles,,27.3,True
5494,55.73,Nikoleta JÍCHOVÁ,2000-08-29,CZE,2,"Stadion Juliska, Praha (CZE)",2022-06-06,1150,2022,women_400h,Women 400m Hurdles,,21.8,True
5494,55.73,Carolina KRAFZIK,1995-03-27,GER,1,"Olympiastadion, Berlin (GER)",2022-06-26,1150,2022,women_400h,Women 400m Hurdles,,27.2,True
5494,55.73,Hanne CLAES,1991-08-04,BEL,1f2,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",2022-07-03,1150,2022,women_400h,Women 400m Hurdles,,30.9,True
5494,55.73,Gianna WOODRUFF,1993-11-18,PAN,4,"Bregyó Athletic Center, Székesfehérvár (HUN)",2022-08-08,1150,2022,women_400h,Women 400m Hurdles,,28.7,True
5494,55.73,Melissa GONZALEZ,1994-06-24,COL,5,"Sports Park Mladost, Zagreb (CRO)",2022-09-11,1150,2022,women_400h,Women 400m Hurdles,,28.2,True
5543,55.74,Janieve RUSSELL,1993-11-14,JAM,7,"Letzigrund, Zürich (SUI)",2021-09-09,1150,2021,women_400h,Women 400m Hurdles,,27.8,True
5543,55.74,Nikoleta JÍCHOVÁ,2000-08-29,CZE,1,"Stadion Juliska, Praha (CZE)",2023-05-21,1150,2023,women_400h,Women 400m Hurdles,,22.7,True
5543,55.74,Gianna WOODRUFF,1993-11-18,PAN,6,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2023-05-28,1150,2023,women_400h,Women 400m Hurdles,,29.5,True
5543,55.74,Masai RUSSELL,2000-06-17,USA,1sf2,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-08,1150,2023,women_400h,Women 400m Hurdles,,23.0,True
5596,55.75,Ashley SPENCER,1993-06-08,USA,3,"Hilmer Lodge Stadium, Walnut, CA (USA)",2021-05-09,1149,2021,women_400h,Women 400m Hurdles,,27.9,True
5596,55.75,Andrenette KNIGHT,1996-11-19,JAM,1,"Paul Derr TF Facility, Raleigh, NC (USA)",2021-05-15,1149,2021,women_400h,Women 400m Hurdles,,24.5,True
5596,55.75,Zenéy VAN DER WALT,2000-05-22,RSA,1,"Green Point Stadium, Cape Town (RSA)",2022-04-23,1149,2022,women_400h,Women 400m Hurdles,,21.9,True
5596,55.75,Rebecca SARTORI,1997-05-22,ITA,1,"Stade Complexe Olympique, Oran (ALG)",2022-07-01,1149,2022,women_400h,Women 400m Hurdles,,25.1,True
5596,55.75,Tia-Adana BELLE,1996-06-15,BAR,2,"Marietta, GA (USA)",2022-07-02,1149,2022,women_400h,Women 400m Hurdles,,26.0,True
5596,55.75,Zenéy VAN DER WALT,2000-05-22,RSA,1,"Mangaung Athletics Stadium, Bloemfontein (RSA)",2023-05-05,1149,2023,women_400h,Women 400m Hurdles,,23.0,True
5596,55.75,Savannah SUTHERLAND,2003-08-07,CAN,1,"Billy Hayes T& F Complex, Bloomington, IN (USA)",2023-05-14,1149,2023,women_400h,Women 400m Hurdles,,19.8,True
5648,55.76,Sara Slott PETERSEN,1987-04-09,DEN,3,"Mestský Stadion, Ostrava (CZE)",2021-05-19,1149,2021,women_400h,Women 400m Hurdles,,34.1,True
5648,55.76,Lina NIELSEN,1996-03-13,GBR,6,"FBK Stadium, Hengelo (NED)",2021-06-06,1149,2021,women_400h,Women 400m Hurdles,,25.2,True
5648,55.76,Portia BING,1993-04-17,NZL,1,"Lakeside Stadium, Melbourne (AUS)",2022-03-19,1149,2022,women_400h,Women 400m Hurdles,,28.9,True
5648,55.76,Line KLOSTER,1990-02-27,NOR,3,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2022-06-03,1149,2022,women_400h,Women 400m Hurdles,,32.3,True
5648,55.76,Anna RYZHYKOVA,1989-11-24,UKR,6,"Sports Park Mladost, Zagreb (CRO)",2022-09-11,1149,2022,women_400h,Women 400m Hurdles,,32.8,True
5648,55.76,Britton WILSON,2000-11-13,USA,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-04-29,1149,2023,women_400h,Women 400m Hurdles,,22.5,True
5707,55.77,Viivi LEHIKOINEN,1999-08-27,FIN,4f1,"Centre sportif Bout-du-Monde, Genève (SUI)",2021-06-12,1149,2021,women_400h,Women 400m Hurdles,,21.8,True
5707,55.77,Tia-Adana BELLE,1996-06-15,BAR,1f1,"Marcus T. Johnson Track, Greensboro, NC (USA)",2022-04-22,1149,2022,women_400h,Women 400m Hurdles,,25.9,True
